"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Simon Edvinsson","25-26","DET","D",58,1134.18,49.51,53.13,54.13,51.97,54.05,2.18,2.22,27.42,24.19,43.54,36.89,58.82,54.35,2.98,2.54,-0.04,3.23,6.65,4.47,0.45,7.94,90.82
"Simon Holmstrom","25-26","NYI","R",65,790.6,57.11,46.98,47.68,47.4,47.74,2.84,2.13,25.09,28.32,40.49,44.43,55.83,61.97,2.83,3.09,0.71,-3.23,-3.94,-6.13,-0.27,11.3,92.48
"Simon Nemec","25-26","N.J","D",53,916.72,44.36,47.83,48.88,48.97,46.92,2.53,3.17,26.57,28.98,41.11,42.99,58.59,61.05,2.54,2.87,-0.64,-2.41,-1.89,-2.46,-0.33,9.51,89.06
"Sonny Milano","25-26","WSH","L",31,241.17,53.83,52.14,52.61,52.01,51.61,2.97,2.55,28.38,26.05,42.15,37.97,58.61,54.07,2.99,2.8,0.42,2.33,4.18,4.54,0.19,10.47,90.22
"Spencer Stastney","25-26","EDM","D",34,483.85,39.28,50.48,49.61,48.54,47.38,1.61,2.49,25.64,25.15,38.39,38.99,50.75,53.81,2.55,2.84,-0.88,0.49,-0.6,-3.05,-0.28,6.27,90.11
"Spencer Stastney","25-26","NSH","D",30,388.13,49.08,53.46,54.72,55.52,52.87,1.97,2.05,25.79,22.45,42.12,34.86,60.77,48.68,2.91,2.59,-0.07,3.34,7.26,12.09,0.32,7.64,90.89
"Stefan Noesen","25-26","N.J","R",38,374.73,27.77,46.44,43.83,44.91,44.85,0.94,2.43,26.1,30.1,34.2,43.83,48.8,59.87,2.27,2.79,-1.5,-4,-9.63,-11.06,-0.52,3.58,91.92
"Stephen Halliday","25-26","OTT","C",28,173.98,60.37,58.07,53.49,55.88,56.18,3.13,2.06,29.76,21.49,41.2,35.82,61.7,48.72,3.04,2.37,1.08,8.27,5.38,12.98,0.67,10.52,90.43
"Steven Lorentz","25-26","TOR","C",58,545.78,44.74,42.4,42.13,40.82,45.34,2.08,2.57,21.96,29.84,33.92,46.59,45.12,65.41,2.11,2.54,-0.49,-7.87,-12.68,-20.29,-0.43,9.47,91.39
"Steven Santini","25-26","T.B","D",10,111.12,57.51,46.94,44.92,50.03,50.63,2.15,1.59,19.99,22.6,28.4,34.82,46.13,46.07,1.95,1.91,0.56,-2.61,-6.42,0.06,0.05,10.75,92.97
"Steven Stamkos","25-26","NSH","C",66,872.98,43.55,44.7,47.26,48.92,51.6,2.26,2.93,23.99,29.68,39.35,43.91,55.56,58.01,2.9,2.72,-0.67,-5.69,-4.56,-2.44,0.18,9.43,90.12
"Tage Thompson","25-26","BUF","C",67,966.73,50.17,48.61,49.74,50.52,50.51,2.98,2.96,27.26,28.82,43.52,43.97,60.26,59.01,3.05,2.99,0.02,-1.55,-0.45,1.24,0.06,10.93,89.73
"Tanner Jeannot","25-26","BOS","L",63,709.87,46.52,47.65,48.45,48.78,47.03,2.21,2.55,25.54,28.06,41.24,43.88,59.14,62.09,2.72,3.07,-0.33,-2.52,-2.64,-2.95,-0.34,8.67,90.93
"Tanner Laczynski","25-26","VGK","C",10,99.65,51.45,46.89,46.71,47.52,44.37,3.09,2.91,26.11,29.57,38.66,44.1,55.88,61.72,1.9,2.38,0.17,-3.46,-5.44,-5.83,-0.48,11.83,90.14
"Tanner Pearson","25-26","WPG","L",52,497.55,59.1,46.63,47.46,46.03,47.57,2.43,1.68,26.01,29.78,40.04,44.33,53.41,62.63,2.64,2.91,0.75,-3.77,-4.29,-9.22,-0.27,9.35,94.35
"Taylor Hall","25-26","CAR","L",66,809.47,56.87,57.38,58.02,60.17,55.51,2.82,2.13,30.52,22.67,49.06,35.49,70.38,46.59,3.32,2.66,0.68,7.85,13.57,23.79,0.66,9.23,90.58
"Taylor Makar","25-26","COL","L",12,74.52,48.56,48.22,49.32,51.98,40.84,0.81,0.86,23.61,25.35,40.51,41.62,60.74,56.12,2.03,2.94,-0.05,-1.74,-1.11,4.62,-0.91,3.44,96.6
"Taylor Raddysh","25-26","NYR","R",61,651.43,53.65,43.94,44.39,45.11,43.97,2.15,1.85,21.46,27.38,34.15,42.78,50.55,61.5,2.08,2.64,0.29,-5.92,-8.63,-10.95,-0.57,10.01,93.22
"Taylor Ward","25-26","L.A","R",25,236.45,55.24,47.22,52.02,50.84,52.72,2.58,2.09,24.73,27.65,44.1,40.68,65.1,62.95,2.76,2.47,0.49,-2.91,3.43,2.15,0.28,10.43,92.44
"Teddy Blueger","25-26","VAN","C",19,263.73,42.23,42.81,42.02,41.96,37.78,2.76,3.78,23.18,30.96,33.09,45.65,43.84,60.64,1.97,3.24,-1.02,-7.78,-12.56,-16.79,-1.27,11.92,87.79
"Teuvo Teravainen","25-26","CHI","C",59,735.95,37.23,44.58,45.3,46.24,41.01,1.64,2.76,22.48,27.94,35.38,42.72,48.81,56.74,2.05,2.94,-1.12,-5.46,-7.34,-7.93,-0.9,7.28,90.12
"Theo Lindstein","25-26","STL","D",4,56.13,48.86,59.1,51.04,53.13,52.95,2.06,2.16,28.01,19.38,40.55,38.89,56.37,49.73,2.97,2.64,-0.1,8.63,1.66,6.64,0.33,7.37,88.86
"Thomas Chabot","25-26","OTT","D",51,891.03,53.6,53.15,52.5,52.42,54.3,3.96,3.43,28.28,24.93,43.08,38.97,59.68,54.18,3.04,2.56,0.53,3.35,4.11,5.5,0.48,14,86.25
"Thomas Harley","25-26","DAL","D",55,1041.03,50.32,48.72,47.63,47.94,49.87,2.57,2.53,25.32,26.65,37.53,41.26,52.98,57.53,2.77,2.79,0.03,-1.33,-3.73,-4.55,-0.01,10.13,90.49
"Thomas Novak","25-26","PIT","C",67,814.3,54.5,52.74,53.04,51.73,55.46,3.19,2.67,28.69,25.71,45.74,40.49,60.91,56.83,3.4,2.73,0.53,2.98,5.25,4.08,0.67,11.13,89.63
"Tim Stützle","25-26","OTT","C",66,892.95,52.97,53.67,55.16,54.84,52.62,3.44,3.06,28.91,24.96,45.71,37.16,62.65,51.6,3.01,2.71,0.39,3.95,8.55,11.06,0.3,11.9,87.76
"Tim Washe","25-26","ANA","C",24,224.85,55.28,46.05,49.92,49.33,49.65,1.61,1.3,21.6,25.3,38.78,38.9,54.65,56.14,2.68,2.72,0.31,-3.7,-0.12,-1.48,-0.04,7.44,94.86
"Timo Meier","25-26","N.J","R",62,935.08,38.72,50.32,52.41,52.41,49.96,1.87,2.96,29.03,28.66,45.91,41.69,64.32,58.41,2.93,2.94,-1.09,0.37,4.21,5.91,0,6.44,89.67
"Timothy Liljegren","25-26","S.J","D",43,694.77,45.7,44.9,42.68,43.16,47.59,2.43,2.89,22.87,28.06,33,44.32,47.96,63.15,2.58,2.84,-0.46,-5.19,-11.32,-15.19,-0.26,10.65,89.69
"Tobias Bjornfot","25-26","FLA","D",11,122.53,70.27,52.87,58.52,59.66,65.4,3.44,1.45,23.13,20.62,41.12,29.15,60.93,41.19,2.7,1.43,1.98,2.51,11.97,19.73,1.27,14.86,92.95
"Tom Willander","25-26","VAN","D",54,747.63,40.26,40.79,41.9,42.67,41.69,2.16,3.21,21.15,30.7,34.4,47.69,47.36,63.63,2.36,3.3,-1.05,-9.55,-13.29,-16.28,-0.94,10.22,89.56
"Tom Wilson","25-26","WSH","R",58,770.25,62.04,58.29,58.51,55.89,58.85,3.32,2.03,31.79,22.75,49.25,34.92,64.85,51.17,3.66,2.56,1.29,9.04,14.33,13.68,1.1,10.43,91.08
"Tomas Hertl","25-26","VGK","C",67,857,45.07,53.21,53.57,54.76,53.48,2.5,3.04,24.83,21.84,40.68,35.26,60.93,50.34,2.77,2.41,-0.55,2.99,5.42,10.6,0.36,10.06,86.06
"Tomas Nosek","25-26","FLA","L",6,63.95,0,40.87,48.84,53.42,44.23,0,3.85,16.61,24.03,35.01,36.67,53.92,47.02,2.2,2.77,-3.85,-7.42,-1.66,6.9,-0.57,0,83.99
"Tony Deangelo","25-26","NYI","D",67,1111.02,48.95,50.85,51.12,51.54,45.88,2.42,2.52,27.88,26.95,43.63,41.72,60.38,56.78,2.71,3.2,-0.1,0.93,1.92,3.61,-0.49,8.68,90.64
"Travis Hamonic","25-26","DET","D",25,310.93,27.5,42.5,44.57,44.09,44.27,1.34,3.54,23.05,31.19,38.49,47.87,54.48,69.09,2.14,2.69,-2.2,-8.14,-9.38,-14.61,-0.55,5.83,88.65
"Travis Konecny","25-26","PHI","R",62,876.78,56.6,47.28,45.94,45.16,47.36,3.2,2.46,25.52,28.45,38.07,44.8,51.05,61.99,2.73,3.03,0.75,-2.94,-6.73,-10.94,-0.3,12.56,91.37
"Travis Mitchell","25-26","NYI","D",9,102.53,49.57,41.38,41,39.86,36.89,1.7,1.73,19.04,26.98,30.41,43.76,39.33,59.34,1.56,2.66,-0.03,-7.94,-13.35,-20.01,-1.11,8.91,93.6
"Travis Sanheim","25-26","PHI","D",66,1216.17,49.19,50.09,48.76,47.11,50.15,2.47,2.56,23.13,23.05,35.85,37.68,49.12,55.13,2.5,2.48,-0.08,0.08,-1.83,-6.02,0.01,10.7,88.91
"Trent Frederic","25-26","EDM","C",65,692.6,30.32,50.12,48.1,46.82,48.81,1.06,2.45,23.65,23.54,35.62,38.44,48.83,55.47,2.49,2.62,-1.38,0.11,-2.82,-6.64,-0.12,4.5,89.61
"Trevor Moore","25-26","L.A","L",54,710.65,42.33,52.51,53.37,54.02,53.03,1.78,2.42,27.02,24.44,43.4,37.91,63.33,53.9,2.72,2.41,-0.64,2.58,5.49,9.43,0.31,6.57,90.1
"Trevor Van Riemsdyk","25-26","WSH","D",54,737.23,46.07,48.86,49.47,47.89,52.48,2.15,2.52,24.83,25.99,39.42,40.26,55.27,60.14,3.16,2.86,-0.37,-1.16,-0.84,-4.87,0.3,8.66,90.32
"Trevor Zegras","25-26","PHI","C",66,968.28,52.38,49.27,48.8,48.37,53.15,3.01,2.74,25.88,26.65,40.26,42.24,53.8,57.43,2.98,2.63,0.27,-0.77,-1.98,-3.62,0.35,11.63,89.74
"Troy Stecher","25-26","EDM","D",6,79.73,47.91,39.97,37.1,41.1,34.92,1.47,1.6,18.27,27.45,26.11,44.28,41.39,59.32,1.32,2.47,-0.13,-9.17,-18.17,-17.93,-1.14,8.03,94.19
"Troy Stecher","25-26","TOR","D",46,794.13,48.27,47.61,46.6,46.55,48.02,2.66,2.85,26.91,29.61,39.82,45.64,53.43,61.36,2.63,2.84,-0.19,-2.7,-5.82,-7.93,-0.22,9.89,90.37
"Troy Terry","25-26","ANA","R",47,609.38,52.7,51.61,52.41,52.18,51.35,3.76,3.38,29.92,28.05,46.67,42.37,63.35,58.06,3.18,3.01,0.39,1.87,4.3,5.29,0.17,12.57,87.97
"Ty Dellandrea","25-26","S.J","C",42,474.43,27.76,36.6,36.86,37.96,37.58,1.46,3.81,19.34,33.49,29.6,50.71,43.15,70.51,1.95,3.23,-2.34,-14.15,-21.11,-27.37,-1.29,7.56,88.64
"Ty Emberson","25-26","EDM","D",60,855.32,51.89,51.86,49.29,47.29,49.24,2.11,1.96,22.46,20.85,35.02,36.03,47.67,53.14,2.37,2.45,0.15,1.61,-1.01,-5.47,-0.07,9.4,90.61
"Tye Kartye","25-26","NYR","L",9,115.32,67.78,36.8,42.46,47.11,41.5,3.28,1.56,17.88,30.7,28.94,39.22,48.46,54.41,1.5,2.11,1.72,-12.83,-10.28,-5.95,-0.61,18.36,94.92
"Tye Kartye","25-26","SEA","L",40,377.97,38.52,45.21,46.03,46.89,39.17,1.71,2.73,22.15,26.84,34.52,40.47,50.76,57.48,1.84,2.85,-1.02,-4.69,-5.95,-6.72,-1.02,7.71,89.85
"Tyler Bertuzzi","25-26","CHI","L",63,912.05,47.49,47.02,47.68,47.76,48.39,2.72,3,25.86,29.14,40.62,44.58,54.46,59.56,2.79,2.97,-0.29,-3.27,-3.96,-5.1,-0.19,10.5,89.69
"Tyler Kleven","25-26","OTT","D",61,914.1,49.06,54.08,54.98,53.72,54.68,2.19,2.28,26.78,22.74,42.11,34.48,57.92,49.9,2.68,2.22,-0.08,4.04,7.63,8.02,0.46,8.18,89.99
"Tyler Myers","25-26","DAL","D",5,69.57,57.89,49.24,46.29,45.03,53.26,2.47,1.79,23.38,24.11,32.01,37.15,44.22,53.98,2.6,2.29,0.67,-0.72,-5.13,-9.76,0.32,10.55,92.56
"Tyler Myers","25-26","VAN","D",57,951.52,32.12,45.09,45.96,46.49,43.79,1.58,3.34,24.72,30.1,40.24,47.32,55.63,64.04,2.54,3.27,-1.76,-5.38,-7.08,-8.41,-0.72,6.39,88.91
"Tyler Pitlick","25-26","MIN","C",32,246.82,30.73,43.17,42.49,41.57,45.4,0.98,2.2,22.44,29.54,36.11,48.88,49.68,69.82,2.16,2.6,-1.23,-7.1,-12.77,-20.14,-0.44,4.35,92.54
"Tyler Seguin","25-26","DAL","C",27,360.58,67.79,47.59,44.27,44.69,44.71,3.19,1.51,23.97,26.4,34.68,43.66,47.75,59.09,2.22,2.75,1.67,-2.43,-8.98,-11.34,-0.53,13.29,94.26
"Tyler Toffoli","25-26","S.J","C",65,769.35,54.01,49.17,47.15,47.25,46.54,3.03,2.58,26.04,26.92,38.55,43.22,54.15,60.45,2.48,2.85,0.45,-0.88,-4.67,-6.3,-0.37,11.65,90.4
"Tyler Tucker","25-26","STL","D",60,779.37,47.4,53.52,51.09,51.04,50.71,2.93,3.25,26.06,22.63,39.54,37.85,53.32,51.14,2.61,2.54,-0.32,3.43,1.69,2.17,0.07,11.24,85.63
"Tyson Foerster","25-26","PHI","R",21,274.67,75.2,51.33,47.92,45.84,48.59,2.62,0.87,21.77,20.64,32.09,34.87,44.56,52.66,2.22,2.35,1.76,1.13,-2.78,-8.09,-0.13,12.05,95.81
"Tyson Jost","25-26","NSH","C",53,546.72,35.57,46.69,47.07,47.73,45.96,1.76,3.18,25.16,28.72,36.88,41.48,52.64,57.64,2.41,2.84,-1.43,-3.57,-4.6,-5,-0.42,6.98,88.92
"Tyson Kozak","25-26","BUF","C",39,387.8,47.58,43.88,41.89,41.67,45.74,1.72,1.9,21.45,27.44,31.61,43.85,45.6,63.82,2.14,2.54,-0.17,-5.99,-12.24,-18.22,-0.4,8.02,93.09
"Urho Vaakanainen","25-26","NYR","D",32,427.98,51.83,47.03,49.31,50.78,49.96,2.3,2.14,21.95,24.72,37.12,38.15,53.94,52.29,2.34,2.34,0.16,-2.77,-1.03,1.65,0,10.49,91.34
"Uvis Balinskis","25-26","FLA","D",54,765.95,42.44,50.72,49.3,50.32,47.88,2.09,2.84,24.79,24.09,39.42,40.54,55.06,54.36,2.53,2.75,-0.75,0.7,-1.13,0.7,-0.22,8.44,88.21
"Valeri Nichushkin","25-26","COL","R",57,755.28,57.23,57.84,58.45,59.4,59.81,3.41,2.55,36.12,26.33,54.45,38.71,76.05,51.97,3.72,2.5,0.86,9.79,15.74,24.08,1.22,9.45,90.31
"Vasily Podkolzin","25-26","EDM","R",68,940.48,58.22,55.87,53.07,52.42,50.05,3.33,2.39,30.27,23.9,43.03,38.06,57.12,51.83,2.73,2.73,0.94,6.36,4.97,5.28,0.01,10.99,90.02
"Victor Hedman","25-26","T.B","D",31,435.88,53.66,46.62,48.98,51.04,48.66,2.86,2.47,27.24,31.19,43.44,45.25,61.79,59.28,2.82,2.98,0.39,-3.95,-1.81,2.51,-0.16,10.5,92.08
"Victor Mancini","25-26","VAN","D",16,206.23,12.95,32.33,31.56,31,29.05,0.58,3.91,17.9,37.47,26.27,56.96,36.84,81.98,1.65,4.04,-3.33,-19.57,-30.69,-45.15,-2.38,3.25,89.56
"Victor Olofsson","25-26","CGY","L",5,68.97,35.67,50.98,44.45,46.67,41.5,1.86,3.36,23.47,22.57,33.7,42.12,50.15,57.32,1.78,2.51,-1.5,0.9,-8.42,-7.17,-0.73,7.93,85.12
"Victor Olofsson","25-26","COL","L",60,646.23,58.7,61.73,59.48,60.17,58.04,2.51,1.77,35.87,22.24,52.95,36.07,73.51,48.67,3.02,2.18,0.74,13.63,16.88,24.84,0.84,7,92.05
"Victor Soderstrom","25-26","BOS","D",8,108.47,73.67,44.91,42.1,41.72,38.54,3.3,1.18,21.21,26.01,34.31,47.17,49.65,69.35,2.25,3.59,2.12,-4.81,-12.87,-19.7,-1.34,15.55,95.47
"Viktor Arvidsson","25-26","BOS","L",55,654.6,68.48,51.46,51.13,50.33,47.72,3.72,1.71,28.04,26.45,43.55,41.62,58.51,57.74,2.68,2.94,2.01,1.59,1.93,0.77,-0.26,13.28,93.52
"Ville Koivunen","25-26","PIT","R",33,377.88,41.95,57.43,57.24,57.77,57.25,1.59,2.2,28.75,21.31,46.36,34.64,66.17,48.38,3.21,2.4,-0.61,7.44,11.73,17.79,0.81,5.53,89.68
"Vince Dunn","25-26","SEA","D",65,1148.87,48.53,46.29,44.93,45.01,43.47,2.29,2.43,24.33,28.23,37.53,46,52.48,64.11,2.41,3.14,-0.14,-3.9,-8.47,-11.63,-0.73,9.43,91.38
"Vincent Desharnais","25-26","S.J","D",38,516.13,50.62,46.39,46.87,46.52,49.59,2.22,2.17,23.24,26.85,34.94,39.61,49.94,57.41,2.36,2.4,0.05,-3.61,-4.67,-7.47,-0.04,9.56,91.93
"Vincent Iorio","25-26","NYR","D",5,65.82,48.06,40.66,39.76,41.72,44.67,0.9,0.98,21.92,32,30.26,45.83,46.3,64.68,2.22,2.74,-0.07,-10.07,-15.58,-18.38,-0.53,4.12,96.95
"Vincent Iorio","25-26","S.J","D",21,305.05,42.45,40.69,42.68,43.38,40.44,2.78,3.77,21.59,31.46,34.47,46.28,48.19,62.89,2.43,3.57,-0.99,-9.88,-11.82,-14.7,-1.15,12.88,88.02
"Vincent Trocheck","25-26","NYR","C",52,765.03,50.07,43.79,46.92,49.26,46.48,2.88,2.87,22.77,29.22,38.25,43.27,56.14,57.83,2.65,3.05,0.01,-6.46,-5.02,-1.7,-0.4,12.65,90.17
"Vinnie Hinostroza","25-26","MIN","C",48,469.43,37.35,41.66,43.34,45.86,40.12,1.66,2.78,22.22,31.11,36.33,47.5,54.94,64.85,2.12,3.17,-1.12,-8.89,-11.17,-9.91,-1.05,7.46,91.06
"Vladimir Tarasenko","25-26","MIN","R",61,727.3,54.91,46.36,46.33,45.05,48.23,2.4,1.97,26.09,30.19,39.09,45.28,54.54,66.53,2.6,2.79,0.43,-4.1,-6.19,-11.99,-0.19,9.22,93.46
"Vladislav Gavrikov","25-26","NYR","D",67,1303.87,44.37,46.29,48.91,49.76,50.27,1.92,2.41,23.34,27.08,38.22,39.93,54.96,55.5,2.5,2.48,-0.49,-3.74,-1.71,-0.53,0.03,8.22,91.11
"Vladislav Kolyachonok","25-26","DAL","D",11,134.58,73.18,51.96,50.86,53.02,56.96,2.29,0.84,24.32,22.49,35.74,34.53,55.71,49.36,2.77,2.1,1.45,1.83,1.21,6.34,0.68,9.4,96.27
"Vladislav Namestnikov","25-26","WPG","C",57,642.58,39.23,50.52,49.92,49.84,50.22,1.5,2.32,25.24,24.72,38.95,39.07,54.8,55.16,2.58,2.56,-0.82,0.52,-0.12,-0.36,0.02,5.94,90.6
"Warren Foegele","25-26","L.A","L",47,596.22,39.86,47.7,49.28,49.08,50.56,1.28,1.93,25.21,27.64,41.45,42.66,58.04,60.23,2.41,2.36,-0.65,-2.43,-1.21,-2.19,0.05,5.07,93.02
"Warren Foegele","25-26","OTT","L",5,51.87,100,48.19,48.33,50.15,49.28,3.41,0,24.94,26.81,42.75,45.71,56.39,56.04,3.18,3.27,3.41,-1.87,-2.96,0.35,-0.09,13.68,100
"Will Cuylle","25-26","NYR","L",67,880.5,46.89,45.12,46.26,47.79,50.17,2.06,2.33,21.99,26.74,35.48,41.23,53.06,57.97,2.53,2.51,-0.27,-4.76,-5.74,-4.91,0.02,9.36,91.29
"Will Smith","25-26","S.J","C",52,713.22,57.41,47.64,46.5,47.46,45.91,3.26,2.42,27.46,30.18,39.87,45.87,54.95,60.83,2.91,3.43,0.84,-2.72,-6,-5.88,-0.52,11.88,91.98
"William Borgen","25-26","NYR","D",60,946.03,50.96,43.97,44.55,44.62,47.68,2.31,2.22,21.7,27.64,34.92,43.46,50.55,62.75,2.45,2.69,0.09,-5.95,-8.54,-12.2,-0.24,10.64,91.96
"William Carrier","25-26","CAR","L",55,595.23,51.46,58.78,59.95,60.74,58.29,3,2.83,29.68,20.81,47.37,31.65,68.3,44.15,3.07,2.19,0.17,8.87,15.72,24.16,0.87,10.12,86.39
"William Eklund","25-26","S.J","L",61,871.28,44.53,48.96,47.75,47.9,47.94,2.6,3.24,26.45,27.57,39.15,42.83,54.74,59.53,2.84,3.08,-0.64,-1.12,-3.68,-4.8,-0.24,9.83,88.25
"William Karlsson","25-26","VGK","C",14,164.3,23.96,55.17,53.36,51.72,46.72,0.72,2.27,29.36,23.86,41.76,36.5,62.59,58.43,2.13,2.43,-1.56,5.5,5.26,4.16,-0.3,2.44,90.48
"William Nylander","25-26","TOR","R",51,737.52,49.27,45.69,46.6,46.12,48.28,3.87,3.98,27.44,32.62,40.99,46.97,54.14,63.24,2.94,3.15,-0.11,-5.18,-5.98,-9.1,-0.21,14.1,87.79
"Wyatt Johnston","25-26","DAL","C",67,983.05,53.37,46.27,46.1,45.61,50.72,3.01,2.63,26.86,31.19,38.29,44.76,53.02,63.22,3.06,2.98,0.38,-4.33,-6.48,-10.2,0.09,11.2,91.58
"Wyatt Kaiser","25-26","CHI","D",61,1012.48,41.26,43.95,44.05,44.84,42.14,2.06,2.94,22.16,28.26,35.22,44.74,47.19,58.05,2.21,3.03,-0.87,-6.1,-9.52,-10.86,-0.82,9.32,89.6
"Yakov Trenin","25-26","MIN","C",68,797.27,59.6,45.52,46.04,44.76,49.67,2.76,1.87,24.51,29.34,37.76,44.25,52.06,64.26,2.78,2.82,0.89,-4.82,-6.49,-12.2,-0.04,11.26,93.62
"Yan Kuznetsov","25-26","CGY","D",52,914.63,37.61,50.37,48.75,48.01,46.33,1.75,2.9,29.62,29.18,42.68,44.87,60.56,65.6,2.76,3.2,-1.15,0.44,-2.19,-5.03,-0.44,5.9,90.06
"Yanni Gourde","25-26","T.B","C",65,894.98,46.68,50.84,52.55,53.65,55.14,1.83,2.1,24,23.21,38.89,35.11,55.67,48.1,2.76,2.24,-0.26,0.79,3.78,7.57,0.51,7.64,90.97
"Yegor Chinakhov","25-26","CBJ","R",29,282.38,38.27,49.52,48.9,50.67,48.38,1.71,2.75,25.8,26.3,37.71,39.42,57.54,56.01,2.38,2.54,-1.05,-0.5,-1.7,1.53,-0.16,6.61,89.54
"Yegor Chinakhov","25-26","PIT","R",29,358.7,58.78,54.65,52.92,53.33,53,3.55,2.49,30.85,25.6,48.4,43.05,63.22,55.32,3.63,3.22,1.06,5.26,5.34,7.9,0.41,11.51,90.27
"Yegor Sharangovich","25-26","CGY","C",63,798.35,39.2,48.94,49.1,49.85,46.28,1.89,2.93,28.95,30.2,42.94,44.52,62.44,62.82,2.63,3.06,-1.04,-1.25,-1.58,-0.38,-0.42,6.53,90.3
"Zach Aston-Reese","25-26","CBJ","C/L",26,230.9,45.92,47.66,45.95,47.13,43.65,1.62,1.91,21.81,23.95,34.5,40.59,50.4,56.53,2.14,2.76,-0.29,-2.14,-6.09,-6.13,-0.62,7.45,92.01
"Zach Benson","25-26","BUF","L",50,650.7,63.71,53.34,53.24,52.87,54.29,3.06,1.74,28.97,25.34,44.28,38.89,60.7,54.11,3.34,2.81,1.32,3.63,5.39,6.59,0.53,10.57,93.12
"Zach Bogosian","25-26","MIN","D",34,468.13,53.98,46.83,47.45,47.86,48.1,2.49,2.13,25.62,29.09,40.34,44.68,55.73,60.72,2.74,2.96,0.37,-3.46,-4.34,-4.99,-0.22,9.73,92.69
"Zach Hyman","25-26","EDM","L",49,756.68,53.01,52.74,53.13,52.26,58.6,3.42,3.03,31.55,28.28,48.55,42.82,62.98,57.53,4.33,3.06,0.39,3.27,5.73,5.45,1.27,10.84,89.28
"Zach Metsa","25-26","BUF","D",34,330.78,90.22,44.54,45.11,45.92,47.71,3.46,0.38,22.67,28.23,35.94,43.74,50.22,59.14,2.55,2.8,3.09,-5.56,-7.79,-8.92,-0.24,15.28,98.67
"Zach Werenski","25-26","CBJ","D",59,1204.97,53.66,53.69,53.32,54.02,54.53,3.27,2.82,32.19,27.77,49.03,42.93,69.26,58.95,3.28,2.74,0.45,4.43,6.11,10.31,0.55,10.16,89.83
"Zach Whitecloud","25-26","CGY","D",16,296.75,41.61,49.41,50.45,51.93,51.49,1.19,1.67,26.67,27.31,43.78,43,63.68,58.94,2.9,2.73,-0.48,-0.63,0.79,4.74,0.17,4.46,93.89
"Zach Whitecloud","25-26","VGK","D",47,774.58,43.51,51.35,50.02,50.27,46.44,2.38,3.09,25.58,24.23,39.12,39.09,55.5,54.89,2.38,2.75,-0.71,1.34,0.03,0.61,-0.36,9.31,87.24
"Zachary Bolduc","25-26","MTL","R",64,740.58,48.62,49.99,51.29,49.71,52.46,2.59,2.74,24.64,24.64,40.11,38.09,55.32,55.96,2.96,2.69,-0.15,-0.01,2.02,-0.65,0.28,10.51,88.89
"Zachary L'Heureux","25-26","NSH","L",9,92.57,100,57.84,52.62,49.47,56.44,2.04,0,25.71,18.74,39.83,35.86,56.51,57.71,2.75,2.13,2.04,6.97,3.97,-1.21,0.63,7.92,100
"Zack Ostapchuk","25-26","S.J","C",42,370.22,35.09,41.84,43.28,42.02,42.08,1.34,2.47,19.81,27.54,30.47,39.94,42.97,59.29,1.97,2.71,-1.13,-7.73,-9.47,-16.32,-0.74,6.74,91.03
"Zakhar Bardakov","25-26","COL","C",52,362.32,59.84,55.52,55.76,54.81,52.67,2.5,1.68,27.15,21.75,43.64,34.62,62.97,51.92,2.55,2.29,0.82,5.4,9.02,11.05,0.26,9.22,92.28
"Zayne Parekh","25-26","CGY","D",22,287.95,56.35,46.94,49.01,51.14,47.31,1.87,1.45,26.3,29.73,40.46,42.1,61.03,58.3,2.46,2.74,0.42,-3.43,-1.64,2.73,-0.28,7.1,95.14
"Zeev Buium","25-26","MIN","D",31,458.9,41.73,43.13,43.5,45.89,44,1.69,2.36,25.04,33.02,36.78,47.76,54.76,64.57,2.53,3.22,-0.67,-7.98,-10.99,-9.82,-0.69,6.74,92.86
"Zeev Buium","25-26","VAN","D",29,478.07,39.96,46.8,47.29,47.53,47,1.98,2.97,25.36,28.83,40.3,44.92,54.57,60.23,2.74,3.08,-0.99,-3.47,-4.61,-5.66,-0.35,7.8,89.69
"Zemgus Girgensons","25-26","T.B","C",58,735.6,46.89,49.36,51.49,51.79,50.73,1.66,1.88,23.17,23.78,37.99,35.78,53.27,49.6,2.57,2.49,-0.22,-0.6,2.21,3.67,0.07,7.15,92.1
