Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
725,Pius Suter,24-25,VAN,C,81,1404.83,25,12,9,46,138,195,263,21.21,18.12,12.82,10.88,43,52,19,59,43,9,5,0,0,-4,373,501,-128
726,Pontus Holmberg,24-25,TOR,R,68,861.03,7,5,7,19,69,108,150,10.12,10.14,6.48,9.37,53,26,9,46,74,11,27,1,1,16,139,146,-7
727,Quinn Hughes,24-25,VAN,D,68,1749.43,16,34,26,76,194,305,494,9.74,8.25,5.25,3.19,67,97,25,13,81,7,18,1,0,10,0,0,0
728,Quinton Byfield,24-25,L.A,R,81,1508.6,23,13,18,54,160,268,355,25.39,14.37,8.58,9.47,33,68,24,80,136,24,26,0,1,3,416,526,-110
729,Radek Faksa,24-25,STL,C,70,911.65,5,7,3,15,68,107,144,6.94,7.35,4.67,6.49,50,32,13,116,98,15,9,0,0,-6,432,326,106
730,Radko Gudas,24-25,ANA,D,81,1609.1,1,11,4,16,89,148,252,3.33,1.12,0.68,2.25,178,104,15,257,112,33,16,2,2,-17,0,0,0
731,Raphael Lavoie,24-25,VGK,C,9,90.73,0,0,0,0,10,17,25,1.74,0,0,10.24,0,3,0,16,10,1,1,0,0,0,0,2,-2
732,Rasmus Andersson,24-25,CGY,D,81,1942.7,11,7,13,31,163,258,378,8.49,6.75,4.26,3.29,196,107,30,36,114,25,20,0,0,-5,0,0,0
733,Rasmus Dahlin,24-25,BUF,D,73,1769.62,17,27,23,67,200,277,433,11.12,8.5,6.14,4.01,98,105,39,98,145,27,27,0,0,0,0,0,0
734,Rasmus Kupari,24-25,WPG,C,59,605.02,5,3,0,8,53,76,99,5.81,9.43,6.58,7.64,31,30,9,77,57,8,9,0,0,1,262,237,25
735,Rasmus Ristolainen,24-25,PHI,D,63,1293.03,4,4,11,19,100,141,193,5.74,4,2.84,4.07,94,52,25,97,119,7,6,0,0,-1,0,0,0
736,Rasmus Sandin,24-25,WSH,D,82,1573.62,4,14,12,30,79,144,226,4.78,5.06,2.78,3.32,122,71,26,92,153,9,10,1,1,1,0,0,0
737,Reilly Smith,24-25,NYR,R,58,904.62,10,10,9,29,90,125,153,12.65,11.11,8,10.12,34,50,19,42,36,11,6,0,0,-5,1,2,-1
738,Reilly Smith,24-25,VGK,R,21,315.2,3,5,3,11,39,52,61,5.26,7.69,5.77,10.12,7,20,6,6,16,1,1,0,0,0,3,5,-2
739,Rickard Rakell,24-25,PIT,R,81,1563.1,35,19,16,70,203,321,409,31.51,17.24,10.9,9.82,77,77,20,115,127,7,12,0,0,5,19,26,-7
740,Ridly Greig,24-25,OTT,C,78,1332.23,13,14,7,34,119,189,235,20.52,10.92,6.88,10.86,47,35,20,138,133,25,19,2,2,-6,208,172,36
741,Riley Tufte,24-25,BOS,L,6,55.17,0,0,0,0,1,1,5,0.02,0,0,2,1,3,0,8,4,2,1,0,0,-1,1,1,0
742,Robby Fabbri,24-25,ANA,C,44,713,8,6,2,16,65,88,111,8.12,12.31,9.09,9.23,29,30,14,55,48,10,8,0,0,-2,72,84,-12
743,Robert Bortuzzo,24-25,UTA,D,17,186.2,0,1,1,2,7,12,18,0.47,0,0,3.92,26,18,0,21,24,6,3,2,2,-3,0,0,0
744,Robert Thomas,24-25,STL,C,70,1397.07,21,35,25,81,145,222,308,17.87,14.48,9.46,8.05,48,99,22,13,73,10,15,0,0,5,733,605,128
745,Rodrigo Abols,24-25,PHI,C,22,202.18,2,1,2,5,25,35,48,3.39,8,5.71,9.69,12,14,4,25,18,2,2,0,0,0,66,47,19
746,Roman Josi,24-25,NSH,D,53,1326.72,9,19,10,38,150,234,368,12.07,6,3.85,5.16,95,75,23,42,57,9,8,0,0,-1,0,0,0
747,Roope Hintz,24-25,DAL,C,76,1283.73,28,27,12,67,160,226,285,25.74,17.5,12.39,11.39,46,70,17,53,68,15,19,0,0,4,458,392,66
748,Rory Kerins,24-25,CGY,C,5,61.13,0,1,3,4,3,8,13,1.27,0,0,15.88,2,5,0,4,2,0,1,0,0,1,2,4,-2
749,Ross Colton,24-25,COL,C,61,879.62,16,8,5,29,125,199,253,19.58,12.8,8.04,9.84,42,47,15,145,73,9,11,0,0,2,39,57,-18
751,Rutger McGroarty,24-25,PIT,R,8,116.88,1,2,0,3,11,20,22,1.19,9.09,5,5.95,5,5,2,12,9,0,1,0,0,1,0,1,-1
752,Ryan Donato,24-25,CHI,C,80,1304.73,31,25,6,62,182,261,336,21.11,17.03,11.88,8.09,18,48,23,104,102,13,14,1,1,1,234,290,-56
753,Ryan Graves,24-25,PIT,D,61,914.4,1,0,3,4,39,72,134,1.47,2.56,1.39,2.04,73,63,18,75,73,7,12,1,1,5,0,0,0
754,Ryan Hartman,24-25,MIN,R,69,1032.97,11,11,4,26,158,229,300,17.15,6.96,4.8,7.49,41,66,21,73,60,20,28,3,2,7,282,309,-27
755,Ryan Johnson (D),24-25,BUF,D,3,53,0,0,0,0,3,9,12,0.48,0,0,5.33,4,2,0,1,9,2,0,0,0,-2,0,0,0
756,Ryan Leonard,24-25,WSH,R,9,127.6,1,0,0,1,17,22,31,2.46,5.88,4.55,11.18,4,6,4,18,15,3,5,1,1,2,1,0,1
757,Ryan Lindgren,24-25,COL,D,18,341.85,2,1,0,3,21,34,59,0.72,9.52,5.88,2.12,26,17,2,21,39,2,4,0,0,2,0,0,0
758,Ryan Lindgren,24-25,NYR,D,54,1076.78,2,4,13,19,41,74,145,2.63,4.88,2.7,3.55,102,55,10,59,90,18,12,0,0,-6,0,0,0
759,Ryan Lomberg,24-25,CGY,L,80,692.4,3,7,3,13,66,100,127,6.57,4.55,3,6.57,19,18,11,120,40,11,7,7,7,-4,5,11,-6
760,Ryan McDonagh,24-25,T.B,D,82,1670.37,4,12,15,31,78,127,195,4.19,5.13,3.15,3.3,152,115,24,23,85,11,3,0,0,-8,0,0,0
761,Ryan McLeod,24-25,BUF,C,79,1329.12,20,18,15,53,98,153,200,15.66,20.41,13.07,10.24,35,70,26,17,68,8,10,0,0,2,630,574,56
762,Ryan Nugent-Hopkins,24-25,EDM,C,78,1479.88,20,22,7,49,165,232,294,24.21,12.12,8.62,10.44,48,49,29,26,57,12,8,0,0,-4,270,287,-17
763,Ryan O'Reilly,24-25,NSH,C,79,1499.83,21,17,15,53,151,227,270,27.59,13.91,9.25,12.15,72,64,31,20,43,7,11,2,2,4,748,592,156
764,Ryan Poehling,24-25,PHI,C,68,943.83,12,11,8,31,72,105,142,9.31,16.67,11.43,8.87,79,43,11,26,73,8,7,0,0,-1,375,362,13
765,Ryan Pulock,24-25,NYI,D,74,1560.85,5,11,7,23,97,141,226,4.13,5.15,3.55,2.93,155,78,32,100,111,8,9,0,0,1,0,0,0
766,Ryan Reaves,24-25,TOR,R,35,273.02,0,1,1,2,14,25,31,1.39,0,0,5.56,8,10,4,103,10,4,4,2,1,-1,0,1,-1
767,Ryan Shea,24-25,PIT,D,39,652.32,2,3,0,5,19,38,65,0.76,10.53,5.26,2,51,35,14,20,61,7,3,0,0,-4,0,0,0
768,Ryan Strome,24-25,ANA,C,82,1367.97,10,23,8,41,137,211,263,20.2,7.3,4.74,9.57,36,66,19,52,35,25,10,2,2,-15,511,715,-204
769,Ryan Suter,24-25,STL,D,82,1596.62,2,7,6,15,62,96,158,3.08,3.23,2.08,3.21,109,64,15,40,70,12,4,0,0,-8,0,0,0
770,Ryan Winterton,24-25,SEA,C,12,130,0,1,0,1,15,17,24,0.92,0,0,5.41,6,4,1,20,9,1,3,0,0,2,1,1,0
771,Ryker Evans,24-25,SEA,D,73,1422.08,5,10,9,24,59,109,174,3.37,8.47,4.59,3.09,106,73,12,123,125,15,9,0,0,-6,0,0,0
772,Sam Bennett,24-25,FLA,C,76,1326.47,25,17,9,51,239,330,420,30.2,10.46,7.58,9.15,45,57,27,143,48,30,18,4,4,-12,452,521,-69
773,Sam Carrick,24-25,NYR,C,80,954.52,6,9,5,20,84,124,164,10.15,7.14,4.84,8.19,42,52,16,137,73,19,8,4,4,-11,375,317,58
774,Sam Colangelo,24-25,ANA,R,32,399.57,10,2,0,12,41,68,88,6.63,24.39,14.71,9.75,17,17,1,67,34,1,2,0,0,1,4,11,-7
775,Sam Lafferty,24-25,BUF,C,60,592.42,4,1,2,7,50,68,93,4.12,8,5.88,6.06,16,22,5,88,51,14,8,0,0,-6,79,77,2
776,Sam Malinski,24-25,COL,D,76,1212.23,5,6,4,15,115,161,279,3.89,4.35,3.11,2.42,107,68,29,56,195,8,8,0,0,0,0,0,0
777,Sam Poulin,24-25,PIT,R,7,70.52,0,0,1,1,3,9,11,0.55,0,0,6.11,0,7,2,10,9,1,1,0,0,0,0,0,0
778,Sam Reinhart,24-25,FLA,C,79,1619.68,39,24,18,81,213,334,424,33.54,18.31,11.68,10.04,62,74,24,102,102,6,12,1,0,5,212,302,-90
779,Sam Rinzel,24-25,CHI,D,9,210.25,0,1,4,5,22,36,51,1.45,0,0,4.03,5,13,2,12,11,0,1,0,0,1,0,0,0
780,Sam Steel,24-25,DAL,C,79,1117.08,6,9,9,24,89,124,177,8.2,6.74,4.84,6.61,26,41,13,59,94,13,21,1,1,8,214,186,28
781,Samuel Girard,24-25,COL,D,73,1522,3,10,11,24,95,141,227,4,3.16,2.13,2.84,111,86,24,61,86,7,10,0,0,3,0,0,0
782,Samuel Helenius,24-25,L.A,C,50,432.72,4,1,2,7,29,48,64,3.3,13.79,8.33,6.87,16,22,4,150,31,5,1,3,3,-4,130,148,-18
783,Samuel Honzek,24-25,CGY,L,5,61.97,0,0,0,0,6,8,8,1.31,0,0,16.38,2,4,1,6,6,1,1,0,0,0,0,1,-1
784,Scott Laughton,24-25,PHI,C,60,906,11,11,5,27,105,156,192,14.82,10.48,7.05,9.5,33,48,14,129,28,8,8,1,1,0,189,192,-3
785,Scott Laughton,24-25,TOR,C,20,262.03,2,1,1,4,20,37,45,2.27,10,5.41,6.14,21,11,5,49,13,3,1,1,1,-2,64,53,11
786,Scott Mayfield,24-25,NYI,D,66,1122.05,3,3,3,9,51,87,151,2.36,5.88,3.45,2.71,105,59,27,89,81,12,11,1,1,-1,0,0,0
787,Scott Morrow,24-25,CAR,D,14,221.17,1,2,3,6,23,35,61,1.08,4.35,2.86,3.09,16,21,5,3,17,0,1,0,0,1,0,0,0
788,Scott Perunovich,24-25,NYI,D,11,209.42,0,2,1,3,9,11,17,0.17,0,0,1.55,16,11,6,6,15,2,2,0,0,0,0,0,0
789,Scott Perunovich,24-25,STL,D,24,350.8,2,2,2,6,9,17,26,0.52,22.22,11.76,3.06,21,18,4,9,24,3,4,0,0,1,0,0,0
790,Seamus Casey,24-25,N.J,D,14,176.75,4,2,2,8,12,14,28,0.44,33.33,28.57,3.14,7,16,2,10,18,0,2,0,0,2,0,0,0
791,Sean Couturier,24-25,PHI,C,79,1366.2,15,19,11,45,155,206,258,21.82,9.68,7.28,10.59,45,78,28,54,72,18,14,1,1,-4,669,526,143
792,Sean Durzi,24-25,UTA,D,30,619.35,4,3,4,11,39,68,131,3.34,10.26,5.88,4.91,52,46,11,15,60,7,4,1,1,-3,0,0,0
793,Sean Kuraly,24-25,CBJ,C,82,964.65,6,9,2,17,88,145,194,10.41,6.82,4.14,7.18,45,38,17,162,51,15,12,2,2,-3,316,265,51
794,Sean Monahan,24-25,CBJ,C,54,1026.8,19,24,14,57,129,175,215,20.56,14.73,10.86,11.75,34,52,13,30,29,10,6,0,0,-4,616,556,60
795,Sean Walker,24-25,CAR,D,82,1380.35,5,6,5,16,145,223,375,7.89,3.45,2.24,3.54,90,67,40,91,189,24,8,0,0,-16,0,0,0
796,Sebastian Aho,24-25,CAR,C,79,1587.93,29,33,12,74,207,338,447,27.93,14.01,8.58,8.26,30,93,23,59,78,23,22,0,0,-1,663,535,128
797,Seth Jarvis,24-25,CAR,C,73,1413,32,22,13,67,204,313,392,32.62,15.69,10.22,10.42,51,58,32,92,145,8,23,0,0,15,52,100,-48
798,Seth Jones,24-25,CHI,D,42,1029.2,7,12,8,27,80,117,195,4.23,8.75,5.98,3.62,83,56,18,62,57,9,4,0,0,-5,0,0,0
799,Seth Jones,24-25,FLA,D,21,523.22,2,5,2,9,47,73,109,2.18,4.26,2.74,2.99,26,26,8,34,43,2,1,0,0,-1,0,0,0
801,Shane Pinto,24-25,OTT,C,70,1228.98,21,11,5,37,127,202,268,25.4,16.54,10.4,12.57,56,44,27,73,58,13,19,0,0,6,444,442,2
802,Shane Wright,24-25,SEA,C,79,1111.38,19,15,10,44,91,161,204,16.51,20.88,11.8,10.25,62,73,14,54,87,9,10,0,0,1,368,463,-95
803,Shayne Gostisbehere,24-25,CAR,D,70,1296.5,7,12,26,45,121,205,329,7.67,5.79,3.41,3.74,66,76,36,40,49,21,10,0,0,-11,0,0,0
804,Shea Theodore,24-25,VGK,D,67,1473.48,7,28,22,57,128,185,333,6.91,5.47,3.78,3.74,82,105,28,6,85,13,7,0,0,-6,0,0,0
805,Sidney Crosby,24-25,PIT,C,80,1629.93,33,33,25,91,227,339,415,35.22,14.54,9.73,10.39,39,86,29,66,44,13,17,1,1,4,1017,765,252
806,Simon Benoit,24-25,TOR,D,78,1290.52,1,4,5,10,48,72,102,1.61,2.08,1.39,2.24,111,70,16,204,127,22,9,3,3,-13,0,0,0
807,Simon Edvinsson,24-25,DET,D,78,1647.5,7,14,9,30,86,131,215,6.42,8.14,5.34,4.9,144,91,26,86,160,21,11,1,1,-10,0,0,0
808,Simon Holmstrom,24-25,NYI,R,75,1266.32,20,17,8,45,96,165,208,14.71,20.83,12.12,8.92,55,48,13,27,53,4,13,0,0,9,1,4,-3
809,Simon Nemec,24-25,N.J,D,27,404.48,2,0,2,4,26,41,63,0.91,7.69,4.88,2.22,26,24,5,2,24,7,3,0,0,-4,0,0,0
810,Spencer Stastney,24-25,NSH,D,23,372.05,0,1,2,3,15,27,43,1,0,0,3.7,24,20,5,8,34,2,1,0,0,-1,0,0,0
811,Stefan Noesen,24-25,N.J,R,78,1242.75,22,15,4,41,165,249,285,31.79,13.33,8.84,12.77,26,73,14,149,63,17,11,2,1,-7,41,44,-3
812,Steven Lorentz,24-25,TOR,C,80,844.23,8,5,6,19,76,112,140,8.64,10.53,7.14,7.71,55,25,12,199,77,2,6,1,1,4,12,21,-9
813,Steven Stamkos,24-25,NSH,C,82,1475.98,27,18,7,52,173,257,355,22.69,15.61,10.51,8.83,46,57,18,66,51,24,13,0,0,-11,394,399,-5
814,Tage Thompson,24-25,BUF,C,76,1425.48,44,18,10,72,242,355,506,24.6,18.18,12.39,6.93,31,54,21,69,68,10,10,1,2,1,301,403,-102
815,Tanner Jeannot,24-25,L.A,L,67,738.1,7,2,4,13,56,98,129,8.96,12.5,7.14,9.14,37,36,3,209,80,17,12,9,8,-6,8,10,-2
816,Tanner Laczynski,24-25,VGK,C,8,68.8,1,0,0,1,2,4,6,0.66,50,25,16.5,3,0,0,3,12,3,1,0,0,-2,16,21,-5
817,Tanner Pearson,24-25,VGK,L,78,919.35,12,9,6,27,110,158,202,14.79,10.91,7.59,9.36,45,46,15,95,76,4,11,0,0,7,6,18,-12
818,Taylor Hall,24-25,CAR,L,31,478.87,9,5,4,18,62,100,138,7.26,14.52,9,7.26,13,36,9,20,56,10,9,0,0,-1,11,10,1
819,Taylor Hall,24-25,CHI,L,46,689.4,9,10,5,24,83,112,170,8.46,10.84,8.04,7.55,29,40,25,22,57,8,6,0,1,-1,32,40,-8
820,Taylor Raddysh,24-25,WSH,R,80,988.87,7,8,12,27,93,137,186,13.36,7.53,5.11,9.75,28,44,11,59,45,9,11,0,0,2,9,20,-11
821,Teddy Blueger,24-25,VAN,C,82,1174,8,11,7,26,94,153,186,14.03,8.51,5.23,9.17,43,50,22,104,61,17,12,1,1,-5,510,505,5
822,Teuvo Teravainen,24-25,CHI,C,82,1398.95,15,25,18,58,111,163,224,12.34,13.51,9.2,7.57,29,76,23,27,37,6,6,0,0,0,60,93,-33
823,Thomas Chabot,24-25,OTT,D,80,1841.95,9,18,18,45,178,257,446,9.29,5.06,3.5,3.61,144,99,31,58,116,12,10,0,0,-2,0,0,0
824,Thomas Harley,24-25,DAL,D,78,1823.62,16,14,20,50,171,249,396,9.77,9.36,6.43,3.92,110,118,29,33,153,8,4,0,0,-4,0,0,0
825,Thomas Novak,24-25,NSH,C,52,688.45,13,7,2,22,87,117,146,10.15,14.94,11.11,8.68,21,47,11,6,81,2,4,0,0,2,92,122,-30
826,Tim Stützle,24-25,OTT,C,82,1624.67,24,27,28,79,162,230,326,20.79,14.81,10.43,9.04,45,69,23,128,132,18,37,0,1,20,194,214,-20
827,Timo Meier,24-25,N.J,R,80,1428.73,26,14,13,53,238,387,525,31.36,10.92,6.72,8.1,65,73,22,137,107,14,20,2,0,4,8,18,-10
828,Timothy Liljegren,24-25,S.J,D,67,1291.45,6,3,8,17,102,163,251,4.5,5.88,3.68,2.76,109,63,15,64,121,19,8,0,0,-11,0,0,0
829,Tj Brodie,24-25,CHI,D,54,844.15,2,1,7,10,23,46,77,1.48,8.7,4.35,3.22,58,46,14,16,96,9,3,0,0,-6,0,0,0
830,Tj Tynan,24-25,COL,C,9,70.72,0,0,1,1,4,8,10,0.9,0,0,11.25,4,5,0,5,6,2,0,0,0,-2,7,14,-7
831,Tobias Bjornfot,24-25,FLA,D,14,183.32,0,0,0,0,10,18,28,0.68,0,0,3.78,10,6,1,13,26,1,1,0,0,0,0,0,0
832,Tom Wilson,24-25,WSH,R,81,1516.87,33,21,11,65,170,264,335,30.27,19.41,12.5,11.47,71,91,20,233,83,30,33,4,4,3,5,14,-9
833,Tomas Hertl,24-25,VGK,C,73,1249.52,32,16,13,61,176,264,319,32.25,18.18,12.12,12.22,56,45,29,99,68,10,8,0,0,-2,539,420,119
834,Tomas Nosek,24-25,FLA,L,59,579.2,1,6,2,9,47,80,114,7.52,2.13,1.25,9.4,24,20,5,83,59,5,7,0,0,2,236,220,16
835,Tomas Tatar,24-25,N.J,L,74,821.42,7,4,6,17,66,90,130,8.59,10.61,7.78,9.54,19,35,7,56,58,10,7,0,0,-3,10,9,1
836,Tony Deangelo,24-25,NYI,D,35,816.98,4,8,7,19,76,102,167,3.76,5.26,3.92,3.69,42,44,6,17,28,5,3,0,0,-2,0,0,0
837,Travis Dermott,24-25,EDM,D,10,130.75,0,0,0,0,4,7,13,0.2,0,0,2.86,10,6,1,6,19,1,1,0,0,0,0,0,0
838,Travis Dermott,24-25,MIN,D,9,102.43,0,0,0,0,5,8,12,0.14,0,0,1.75,6,3,2,0,7,0,0,0,0,0,0,0,0
839,Travis Hamonic,24-25,OTT,D,59,1006.95,1,1,5,7,72,120,191,2.51,1.39,0.83,2.09,92,62,17,73,93,7,5,1,1,-2,0,0,0
840,Travis Konecny,24-25,PHI,R,82,1689.35,24,35,17,76,188,296,404,22.6,12.77,8.11,7.64,42,96,26,94,81,24,27,1,1,3,39,61,-22
841,Travis Sanheim,24-25,PHI,D,82,2008.6,8,9,13,30,139,213,306,11.05,5.76,3.76,5.19,170,127,51,84,160,20,18,0,0,-2,0,0,0
842,Trent Frederic,24-25,BOS,C,57,788.22,8,4,3,15,74,115,164,10.13,10.81,6.96,8.81,29,32,12,152,67,12,6,4,4,-6,93,119,-26
843,Trevor Lewis,24-25,L.A,C,60,612.85,6,2,4,12,53,94,114,5.32,11.32,6.38,5.66,35,22,4,100,52,10,2,0,0,-8,93,105,-12
844,Trevor Moore,24-25,L.A,L,71,1198.75,18,9,13,40,153,246,322,20.54,11.76,7.32,8.35,29,46,23,71,62,8,13,0,0,5,1,11,-10
845,Trevor Van Riemsdyk,24-25,WSH,D,82,1447.57,1,9,11,21,80,133,215,3.23,1.25,0.75,2.43,151,57,25,10,53,12,4,0,0,-8,0,0,0
846,Trevor Zegras,24-25,ANA,C,57,971.23,12,13,7,32,98,154,197,11.78,12.24,7.79,7.65,27,51,13,50,34,9,5,1,1,-4,68,118,-50
847,Tristan Luneau,24-25,ANA,D,6,99.33,0,0,0,0,6,10,16,0.24,0,0,2.4,9,6,1,5,5,1,0,0,0,-1,0,0,0
848,Troy Stecher,24-25,EDM,D,66,915.65,3,3,1,7,55,81,133,1.95,5.45,3.7,2.41,66,50,11,34,114,11,2,1,1,-9,0,0,0
849,Troy Terry,24-25,ANA,R,77,1451.38,21,16,18,55,188,276,368,26.06,11.17,7.61,9.44,29,68,22,7,76,10,29,0,0,19,12,20,-8
851,Ty Emberson,24-25,EDM,D,76,1148.57,2,7,4,13,62,94,154,1.93,3.23,2.13,2.05,97,47,32,123,198,4,8,2,2,4,0,0,0
852,Ty Smith,24-25,CAR,D,8,109.32,1,1,0,2,14,19,26,0.54,7.14,5.26,2.84,5,3,1,2,5,2,0,0,0,-2,0,0,0
853,Tye Kartye,24-25,SEA,L,63,609.9,6,3,4,13,55,81,113,5.58,10.91,7.41,6.89,29,24,4,175,51,19,25,1,1,6,3,12,-9
854,Tyler Bertuzzi,24-25,CHI,L,82,1312.23,23,15,8,46,131,213,246,24.79,17.56,10.8,11.64,28,53,20,59,62,13,21,1,0,7,22,25,-3
855,Tyler Johnson,24-25,BOS,C,9,117.7,0,1,1,2,6,10,16,0.38,0,0,3.8,2,2,0,5,9,5,3,0,0,-2,7,4,3
856,Tyler Kleven,24-25,OTT,D,79,1142.78,4,3,3,10,78,114,189,2.92,5.13,3.51,2.56,97,64,30,104,181,11,11,1,1,0,0,0,0
857,Tyler Motte,24-25,DET,C,55,622.1,4,4,1,9,66,97,134,8.52,6.06,4.12,8.78,48,31,16,72,54,3,11,0,0,8,60,85,-25
858,Tyler Myers,24-25,VAN,D,71,1476.22,6,9,9,24,87,154,233,5.43,6.9,3.9,3.53,125,61,31,86,81,27,6,2,1,-22,0,0,0
859,Tyler Seguin,24-25,DAL,C,20,322.98,9,8,4,21,46,67,93,8,19.57,13.43,11.94,6,13,4,5,8,2,1,0,0,-1,92,82,10
860,Tyler Toffoli,24-25,S.J,C,78,1320.5,30,13,11,54,233,317,410,29.02,12.88,9.46,9.15,32,52,18,54,39,7,19,0,0,12,13,11,2
861,Tyler Tucker,24-25,STL,D,38,553.85,3,1,3,7,34,52,98,1.06,8.82,5.77,2.04,39,28,13,81,80,10,3,7,7,-7,0,0,0
862,Tyson Barrie,24-25,CGY,D,13,205.42,1,2,0,3,19,25,40,0.64,5.26,4,2.56,12,11,2,10,12,2,1,0,0,-1,0,0,0
863,Tyson Foerster,24-25,PHI,R,81,1365.87,25,9,9,43,140,219,285,20.41,17.86,11.42,9.32,54,41,16,75,89,17,17,1,1,0,0,2,-2
864,Tyson Jost,24-25,CAR,C,39,404.55,4,1,4,9,43,60,76,4.54,9.3,6.67,7.57,17,9,6,46,45,9,8,1,1,-1,57,69,-12
865,Tyson Kozak,24-25,BUF,C,21,220.28,3,1,1,5,11,27,35,3.05,27.27,11.11,11.3,23,10,2,26,18,1,4,0,0,3,67,78,-11
866,Urho Vaakanainen,24-25,ANA,D,5,67.98,0,0,1,1,3,8,12,0.28,0,0,3.5,7,4,1,0,8,1,1,0,0,0,0,0,0
867,Urho Vaakanainen,24-25,NYR,D,46,768.97,2,6,7,15,39,64,95,1.75,5.13,3.12,2.73,42,36,9,19,68,8,7,0,0,-1,0,0,0
868,Uvis Balinskis,24-25,FLA,D,76,1128.58,4,7,7,18,92,130,198,3.64,4.35,3.08,2.8,55,49,23,83,117,11,13,1,1,2,0,2,-2
869,Valeri Nichushkin,24-25,COL,R,43,848.75,21,6,7,34,118,170,212,19.46,17.8,12.35,11.45,21,42,7,55,39,4,4,0,0,0,3,3,0
870,Valtteri Puustinen,24-25,PIT,R,13,128.6,2,1,0,3,8,11,16,1.08,25,18.18,9.82,5,4,3,10,5,2,1,0,0,-1,0,0,0
871,Vasily Podkolzin,24-25,EDM,R,82,1083.68,8,6,10,24,114,170,206,14.39,7.02,4.71,8.46,53,55,20,209,92,14,13,2,2,-1,14,43,-29
872,Vasily Ponomarev,24-25,PIT,C,7,70.2,0,0,0,0,8,10,13,0.29,0,0,2.9,2,4,3,5,9,1,0,0,0,-1,14,13,1
873,Victor Hedman,24-25,T.B,D,79,1823.3,15,26,25,66,181,304,475,13.98,8.29,4.93,4.6,133,119,25,39,81,16,7,0,0,-9,0,0,0
874,Victor Mancini,24-25,NYR,D,15,226.37,1,2,2,5,20,26,35,0.74,5,3.85,2.85,20,20,1,14,27,1,0,0,0,-1,0,0,0
875,Victor Mancini,24-25,VAN,D,16,248.07,1,0,3,4,7,19,37,0.5,14.29,5.26,2.63,21,9,2,24,30,4,2,0,0,-2,0,0,0
876,Victor Olofsson,24-25,VGK,L,56,811.85,15,10,4,29,109,155,211,10.62,13.76,9.68,6.85,19,25,8,26,54,8,5,0,0,-3,1,6,-5
877,Viktor Arvidsson,24-25,EDM,L,67,1004.73,15,9,3,27,158,223,301,17.31,9.49,6.73,7.76,23,67,15,32,100,12,8,0,0,-4,17,35,-18
878,Ville Heinola,24-25,WPG,D,18,255.38,0,0,1,1,12,26,38,0.46,0,0,1.77,16,15,7,8,28,2,3,0,0,1,0,0,0
879,Ville Koivunen,24-25,PIT,R,8,144.92,0,3,4,7,15,22,30,1.79,0,0,8.14,8,6,3,1,11,2,2,0,0,0,1,0,1
880,Vince Dunn,24-25,SEA,D,62,1368.83,11,12,16,39,137,185,321,7.44,8.03,5.95,4.02,79,79,25,29,68,14,13,1,1,-1,0,0,0
881,Vincent Desharnais,24-25,PIT,D,10,144.07,0,0,0,0,7,18,25,0.39,0,0,2.17,20,4,0,19,7,2,2,0,0,0,0,0,0
882,Vincent Desharnais,24-25,S.J,D,7,124.73,0,0,0,0,1,1,4,0.02,0,0,2,15,6,0,14,9,1,1,1,1,0,0,0,0
883,Vincent Desharnais,24-25,VAN,D,34,543.07,0,0,3,3,20,39,63,0.49,0,0,1.26,48,30,3,54,47,12,6,2,2,-6,0,0,0
884,Vincent Trocheck,24-25,NYR,C,82,1730.13,26,17,16,59,202,317,380,30.7,12.87,8.2,9.68,78,95,33,213,94,17,25,2,2,8,910,624,286
885,Vinni Lettieri,24-25,BOS,C,26,351.48,3,2,0,5,53,82,96,6.71,5.66,3.66,8.18,16,6,10,60,23,3,4,0,0,1,11,11,0
886,Vinnie Hinostroza,24-25,MIN,C,25,344.62,5,0,3,8,37,56,68,5.88,13.51,8.93,10.5,7,19,7,28,25,2,2,0,0,0,6,9,-3
887,Vinnie Hinostroza,24-25,NSH,C,13,150.02,0,1,1,2,11,26,36,1.07,0,0,4.12,5,12,1,13,17,3,3,0,0,0,1,1,0
888,Vladimir Tarasenko,24-25,DET,R,80,1183.03,11,12,10,33,133,199,281,15.79,8.27,5.53,7.93,35,61,16,63,76,4,11,0,0,7,0,2,-2
889,Vladislav Gavrikov,24-25,L.A,D,82,1893.53,5,9,16,30,112,168,284,6.75,4.46,2.98,4.02,140,69,22,49,101,15,7,0,0,-8,0,0,0
890,Vladislav Kolyachonok,24-25,PIT,D,12,171.92,0,1,1,2,8,12,20,0.47,0,0,3.92,12,9,2,13,9,4,0,0,0,-4,0,0,0
891,Vladislav Kolyachonok,24-25,UTA,D,23,283.52,2,2,1,5,12,21,37,0.6,16.67,9.52,2.86,19,23,4,13,31,1,0,0,0,-1,0,0,0
892,Vladislav Namestnikov,24-25,WPG,C,78,1177.27,11,9,18,38,94,136,167,17.25,11.7,8.09,12.68,49,38,15,84,109,14,14,0,0,0,365,426,-61
893,Walker Duehr,24-25,CGY,R,16,140.82,0,1,0,1,9,14,22,0.98,0,0,7,12,6,0,28,15,0,0,0,0,0,1,7,-6
