Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
168,Connor Murphy,25-26,CHI,D,60,993.28,4,2,7,13,54,82,124,2.3,7.41,4.88,2.8,87,50,13,62,117,13,8,4,4,-5,0,0,0
169,Connor Zary,25-26,CGY,C,60,878.93,10,5,8,23,92,133,164,14.7,10.87,7.52,11.05,15,34,10,35,49,8,14,0,0,6,59,79,-20
170,Conor Garland,25-26,VAN,R,50,947.13,7,14,5,26,103,168,210,13.66,6.8,4.17,8.13,28,63,22,31,54,11,18,2,2,7,11,18,-7
171,Conor Geekie,25-26,T.B,C,10,98.9,0,1,1,2,7,12,17,0.83,0,0,6.92,6,6,2,33,11,3,1,0,0,-2,16,25,-9
172,Conor Sheary,25-26,NYR,L,42,606.97,1,4,4,9,57,91,121,7.36,1.75,1.1,8.09,28,29,14,17,34,5,9,0,0,4,12,10,2
173,Conor Timmins,25-26,BUF,D,33,634.8,0,1,6,7,33,56,90,1.05,0,0,1.88,70,40,8,25,51,8,6,0,0,-2,0,0,0
174,Corey Perry,25-26,L.A,R,50,716.1,11,10,7,28,86,132,164,18.14,12.79,8.33,13.74,17,40,5,20,41,12,10,3,3,-2,7,21,-14
175,Curtis Douglas,25-26,T.B,C,29,173.15,0,2,0,2,17,29,34,2.35,0,0,8.1,7,9,3,32,9,6,3,8,7,-4,3,2,1
176,Curtis Lazar,25-26,EDM,C,38,334.97,3,2,0,5,24,42,59,4.52,12.5,7.14,10.76,18,4,3,77,34,5,2,0,0,-3,151,95,56
177,Cutter Gauthier,25-26,ANA,L,62,1084,32,14,11,57,236,349,452,25.41,13.56,9.17,7.28,17,62,15,52,49,11,16,0,0,5,76,75,1
178,Daemon Hunt,25-26,MIN,D,29,346.78,0,2,3,5,15,22,38,0.5,0,0,2.27,39,13,1,19,52,3,4,0,0,1,0,0,0
179,Dakota Joshua,25-26,TOR,C,42,516.78,7,4,1,12,36,53,64,6.15,19.44,13.21,11.6,30,14,8,151,33,6,11,1,1,5,3,12,-9
180,Dakota Mermis,25-26,TOR,D,11,143.3,1,0,0,1,5,10,15,0.2,20,10,2,9,8,2,8,23,3,1,1,2,-1,0,0,0
181,Dalibor Dvorsky,25-26,STL,R,53,767.97,9,1,5,15,69,105,133,8.12,13.04,8.57,7.73,18,34,6,69,25,10,4,0,0,-6,254,280,-26
182,Damon Severson,25-26,CBJ,D,61,1275.83,5,11,10,26,75,125,201,6.56,6.67,4,5.25,78,73,23,36,41,16,5,1,1,-11,0,0,0
183,Daniil but,25-26,UTA,L,28,352.48,3,1,2,6,43,68,93,7.29,6.98,4.41,10.72,18,18,4,16,48,4,5,0,0,1,6,14,-8
184,Danila Yurov,25-26,MIN,R,57,754.5,8,5,10,23,63,104,136,11.19,12.7,7.69,10.76,36,35,13,43,63,10,13,0,0,3,229,360,-131
185,Dante Fabbro,25-26,CBJ,D,54,864.15,4,4,1,9,55,82,136,1.5,7.27,4.88,1.83,88,43,13,51,93,9,6,0,0,-3,0,0,0
186,Danton Heinen,25-26,CBJ,L,16,172.75,2,1,0,3,17,24,33,3.15,11.76,8.33,13.12,9,5,4,24,7,1,0,0,0,-1,2,3,-1
187,Danton Heinen,25-26,PIT,L,13,151.68,1,1,0,2,14,27,35,2.22,7.14,3.7,8.22,10,4,2,16,7,4,2,0,0,-2,5,11,-6
188,Darnell Nurse,25-26,EDM,D,64,1335.18,7,7,6,20,131,194,285,5.11,5.34,3.61,2.63,136,73,16,90,72,17,14,4,4,-3,0,0,0
189,Darren Raddysh,25-26,T.B,D,56,1266.17,17,20,21,58,153,236,338,10.46,11.11,7.2,4.43,56,61,10,61,86,13,4,2,2,-9,0,0,0
190,David Jiricek,25-26,MIN,D,25,292.78,0,0,0,0,15,21,40,0.42,0,0,2,19,24,3,8,33,7,1,0,0,-6,0,0,0
191,David Kampf,25-26,VAN,C,38,571,2,3,1,6,36,49,65,5.11,5.56,4.08,10.43,22,18,6,43,45,5,5,0,0,0,284,255,29
192,David Pastrnak,25-26,BOS,R,58,1185.87,23,41,11,75,200,297,447,24.37,11.5,7.74,8.21,23,103,22,66,61,17,25,0,0,8,1,4,-3
193,David Perron,25-26,OTT,L,49,658.37,10,6,9,25,69,98,126,10.64,14.49,10.2,10.86,18,30,9,64,40,11,11,0,0,0,3,5,-2
194,David Tomasek,25-26,EDM,R,22,236.68,3,1,1,5,30,45,52,4.59,10,6.67,10.2,6,12,3,17,18,5,2,0,0,-3,30,34,-4
195,Dawson Mercer,25-26,N.J,C,64,1161.38,15,10,7,32,121,195,253,21.83,12.4,7.69,11.19,39,58,23,26,77,8,9,1,1,1,110,175,-65
196,Declan Carlile,25-26,T.B,D,36,521.07,1,0,2,3,29,43,83,1.33,3.45,2.33,3.09,28,19,5,40,71,9,9,1,1,0,0,0,0
197,Declan Chisholm,25-26,WSH,D,25,342.88,1,3,2,6,20,29,51,0.63,5,3.45,2.17,21,26,5,11,33,2,3,0,1,2,0,0,0
198,Dennis Cholowski,25-26,N.J,D,15,216.3,0,0,1,1,10,15,22,0.39,0,0,2.6,16,15,4,3,13,1,0,0,0,-1,0,0,0
199,Denton Mateychuk,25-26,CBJ,D,55,1094.28,9,8,7,24,65,99,162,3.87,13.85,9.09,3.91,71,59,13,19,121,2,8,0,0,6,0,0,0
201,Devon Toews,25-26,COL,D,49,1098.02,2,4,9,15,88,123,175,5.72,2.27,1.63,4.65,64,50,20,19,34,12,3,0,0,-9,0,0,0
202,Dmitri Simashev,25-26,UTA,D,25,383.85,0,1,0,1,23,33,45,0.85,0,0,2.58,26,27,1,8,46,4,1,0,0,-3,0,0,0
203,Dmitri Voronkov,25-26,CBJ,L,61,863.18,17,9,6,32,108,167,191,21.99,15.74,10.18,13.17,26,41,9,102,27,22,4,3,3,-18,6,19,-13
204,Dmitry Kulikov,25-26,FLA,D,6,95.18,0,0,0,0,4,6,7,0.06,0,0,1,3,4,1,10,3,0,1,0,0,1,0,0,0
205,Dmitry Orlov,25-26,S.J,D,61,1302.8,1,11,13,25,62,102,165,3.24,1.61,0.98,3.18,60,68,18,95,51,17,10,0,0,-7,0,0,0
206,Dominic James,25-26,T.B,C,43,526.18,7,7,1,15,56,85,113,6.81,12.5,8.24,8.01,13,41,13,58,49,4,12,0,0,8,139,137,2
207,Donovan Sebrango,25-26,FLA,D,22,272.08,0,1,1,2,16,32,49,0.53,0,0,1.66,17,16,2,38,37,9,5,3,3,-4,0,0,0
208,Dougie Hamilton,25-26,N.J,D,59,1280.53,9,9,8,26,165,235,367,8.91,5.45,3.83,3.79,59,84,10,63,86,20,4,0,0,-16,0,0,0
209,Drake Batherson,25-26,OTT,R,59,1043.72,23,20,12,55,126,208,250,19.55,18.25,11.06,9.4,18,44,19,85,49,9,13,1,1,4,9,10,-1
210,Drew Doughty,25-26,L.A,D,52,1188.62,3,5,7,15,73,111,185,5.17,4.11,2.7,4.66,58,63,13,24,65,15,4,0,0,-11,0,0,0
211,Drew Helleson,25-26,ANA,D,51,888.35,2,3,7,12,35,54,113,1.11,5.71,3.7,2.06,73,38,23,56,88,10,4,0,0,-6,0,0,0
212,Drew O'Connor,25-26,VAN,L,63,885.95,15,8,1,24,93,152,200,14.95,16.13,9.87,9.84,21,51,15,55,62,12,9,0,0,-3,49,47,2
