Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
635,Nils Lundkvist,23-24,DAL,D,59,832.27,2,11,6,19,73,104,177,2.62,2.74,1.92,2.52,38,20,4,45,104,8,0,0,0,-8,0,0,0
636,Nino Niederreiter,23-24,WPG,R,77,1152.22,18,8,8,34,170,227,286,23.78,10.59,7.93,10.48,42,17,21,112,101,17,18,0,0,1,26,31,-5
637,Noah Cates,23-24,PHI,L,59,813.88,6,6,6,18,78,113,157,9.71,7.69,5.31,8.59,35,5,33,52,70,0,9,0,0,9,147,183,-36
638,Noah Dobson,23-24,NYI,D,79,1936.93,10,35,25,70,174,253,447,7.24,5.75,3.95,2.86,180,62,32,83,150,18,7,0,0,-11,0,0,0
639,Noah Gregor,23-24,TOR,C,63,718.13,6,5,1,12,109,155,193,10.56,5.5,3.87,6.81,26,13,16,146,70,6,17,1,1,11,14,10,4
640,Noah Hanifin,23-24,CGY,D,61,1449.95,11,14,10,35,123,207,321,9.59,8.94,5.31,4.63,89,57,43,44,58,11,8,0,0,-3,0,0,0
641,Noah Hanifin,23-24,VGK,D,19,439.17,2,5,5,12,41,61,92,2.06,4.88,3.28,3.38,32,10,16,17,37,2,0,0,0,-2,0,0,0
642,Noah Juulsen,23-24,VAN,D,54,804.3,1,3,3,7,30,57,103,1.33,3.33,1.75,2.33,85,17,8,161,111,12,7,0,0,-5,0,0,0
643,Noel Acciari,23-24,PIT,C,55,713.4,4,1,2,7,60,79,101,7.52,6.67,5.06,9.52,85,8,26,121,58,5,7,0,1,3,313,261,52
644,Olen Zellweger,23-24,ANA,D,26,501.42,2,4,3,9,34,56,96,1.89,5.88,3.57,3.37,38,18,7,13,56,2,3,0,0,1,0,0,0
645,Oliver Bjorkstrand,23-24,SEA,R,82,1327,20,19,20,59,186,298,428,19.3,10.75,6.71,6.48,29,24,63,65,104,6,17,0,0,11,9,19,-10
646,Oliver Ekman-Larsson,23-24,FLA,D,80,1471.53,9,10,13,32,123,183,294,6.47,7.32,4.92,3.54,70,35,15,104,82,29,14,0,1,-14,0,0,0
647,Oliver Kylington,23-24,CGY,D,33,569.18,3,1,4,8,42,67,105,1.88,7.14,4.48,2.81,51,23,13,24,47,6,0,0,0,-6,0,0,0
648,Oliver Wahlstrom,23-24,NYI,R,32,354.25,2,3,1,6,41,54,82,3.71,4.88,3.7,6.87,22,10,10,35,32,4,6,0,0,2,5,7,-2
649,Olle Lycksell,23-24,PHI,R,18,179.03,1,3,1,5,29,39,45,3.88,3.45,2.56,9.95,4,3,1,4,18,3,0,0,0,-3,2,3,-1
650,Olli Maatta,23-24,DET,D,72,1155.88,4,4,10,18,48,72,123,2.92,8.33,5.56,4.06,96,37,15,52,146,7,7,0,0,0,0,0,0
651,Ondrej Palat,23-24,N.J,L,71,1111.05,11,13,7,31,108,154,200,14.02,10.19,7.14,9.1,49,26,23,86,107,11,8,1,1,-3,4,13,-9
652,Oskar Steen,23-24,BOS,C,34,308.38,1,0,0,1,24,41,56,2.61,4.17,2.44,6.37,19,1,3,79,39,2,6,0,0,4,0,3,-3
653,Oskar Sundqvist,23-24,STL,C,71,940.62,6,11,4,21,68,112,136,10.24,8.82,5.36,9.14,49,13,26,79,75,16,25,0,0,9,247,342,-95
654,Owen Power,23-24,BUF,D,76,1741.92,6,13,14,33,108,158,226,6.65,5.56,3.8,4.21,115,36,20,47,113,9,2,0,0,-7,0,0,0
655,Owen Tippett,23-24,PHI,R,78,1294.32,28,17,8,53,289,402,544,26.06,9.69,6.97,6.48,47,25,33,146,88,6,17,0,0,11,19,26,-7
656,Parker Kelly,23-24,OTT,L,80,936.53,8,5,5,18,85,126,179,9.25,9.41,6.35,7.34,67,20,34,169,132,15,23,0,0,8,11,35,-24
657,Parker Wotherspoon,23-24,BOS,D,41,726.83,0,1,7,8,32,43,80,0.73,0,0,1.7,67,23,12,86,84,9,10,3,3,1,0,0,0
658,Patrick Brown,23-24,BOS,C,11,97.08,0,0,1,1,7,11,14,0.63,0,0,5.73,3,1,0,25,11,1,0,0,0,-1,15,18,-3
659,Patrick Kane,23-24,DET,R,50,918.7,20,18,9,47,147,194,266,14.33,13.61,10.31,7.39,13,30,14,14,30,8,10,0,0,2,0,0,0
660,Patrick Maroon,23-24,MIN,L,49,625.7,4,7,5,16,54,72,102,5.48,7.41,5.56,7.61,16,17,14,71,54,10,7,6,6,-3,12,20,-8
661,Patrik Laine,23-24,CBJ,L,18,273.93,6,2,1,9,41,66,89,3.91,14.63,9.09,5.92,14,14,9,5,9,3,9,0,1,7,30,49,-19
662,Paul Cotter,23-24,VGK,C,76,967.18,7,12,7,26,100,154,201,12.25,7,4.55,7.95,29,19,35,229,128,13,10,1,0,-4,26,27,-1
663,Pavel Buchnevich,23-24,STL,L,80,1585.92,27,21,15,63,207,308,390,30.27,13.04,8.77,9.83,28,50,47,41,69,19,18,0,0,-1,77,129,-52
664,Pavel Dorofeyev,23-24,VGK,L,47,624,13,7,4,24,97,141,174,11.98,13.4,9.22,8.5,23,14,19,19,44,6,6,0,0,0,2,2,0
665,Pavel Mintyukov,23-24,ANA,D,63,1187.22,4,10,14,28,88,111,169,6.38,4.55,3.6,5.75,65,20,18,84,53,12,12,0,1,1,0,0,0
666,Pavel Zacha,23-24,BOS,C,78,1412.2,21,18,20,59,148,211,258,21.5,14.19,9.95,10.19,34,35,28,113,71,9,14,0,0,5,585,483,102
667,Pavol Regenda,23-24,ANA,L,5,57.82,0,0,0,0,7,8,10,0.46,0,0,5.75,5,0,4,11,4,1,0,0,0,-1,1,4,-3
668,Peyton Krebs,23-24,BUF,C,80,1000.45,4,5,8,17,74,111,141,7.85,5.41,3.6,7.07,23,13,13,104,125,21,12,1,1,-9,284,330,-46
669,Philip Broberg,23-24,EDM,D,12,139.4,0,2,0,2,6,8,13,0.14,0,0,1.75,10,2,2,4,18,0,0,0,0,0,0,0,0
670,Philip Tomasino,23-24,NSH,C,41,515.53,7,7,6,20,62,86,112,6.87,11.29,8.14,7.99,18,28,16,13,62,5,6,1,0,0,3,16,-13
671,Philipp Kurashev,23-24,CHI,C,75,1426.43,18,26,10,54,128,197,280,16.2,14.06,9.14,8.22,48,28,43,27,72,9,12,1,0,2,127,147,-20
672,Philippe Myers,23-24,T.B,D,5,58.47,0,0,0,0,6,9,17,0.14,0,0,1.56,6,0,0,8,5,1,0,0,0,-1,0,0,0
673,Phillip Danault,23-24,L.A,C,78,1405.38,17,20,10,47,159,221,278,19.74,10.69,7.69,8.93,60,38,22,79,67,9,15,0,0,6,598,559,39
674,Phillip Di Giuseppe,23-24,VAN,L,51,616.87,5,3,2,10,52,76,96,5.99,9.62,6.58,7.88,23,3,6,90,36,8,6,2,2,-2,5,12,-7
675,Pierre-Edouard Bellemare,23-24,SEA,L,40,393.53,4,2,1,7,36,52,69,3.15,11.11,7.69,6.06,22,7,18,21,48,3,5,0,0,2,174,151,23
676,Pierre-Luc Dubois,23-24,L.A,C,82,1287.77,16,15,9,40,146,231,286,21.42,10.96,6.93,9.27,37,30,21,96,121,30,29,0,0,-1,440,445,-5
677,Pierre-Olivier Joseph,23-24,PIT,D,52,784.4,2,5,4,11,42,63,112,1.21,4.76,3.17,1.92,44,20,22,49,40,7,4,0,0,-3,0,0,0
678,Pierre Engvall,23-24,NYI,L,74,1134.2,10,12,6,28,128,176,242,15.99,7.81,5.68,9.09,21,37,22,28,72,9,3,0,0,-6,25,29,-4
679,Pius Suter,23-24,VAN,C,67,1038.17,14,9,6,29,105,146,190,15.41,13.33,9.59,10.55,23,7,31,53,46,8,15,0,0,7,186,191,-5
680,Pontus Holmberg,23-24,TOR,R,54,624.7,7,6,4,17,54,79,97,6.66,12.96,8.86,8.43,42,10,14,54,106,9,11,0,0,2,94,109,-15
681,Quinn Hughes,23-24,VAN,D,82,2024.17,17,35,40,92,199,298,540,11.27,8.54,5.7,3.78,55,52,43,27,129,20,17,0,0,-3,0,0,0
682,Quinton Byfield,23-24,L.A,C/R,80,1318.85,20,21,14,55,161,247,313,24.97,12.42,8.1,10.11,19,15,46,66,149,16,17,0,0,1,41,49,-8
683,Radek Faksa,23-24,DAL,C,74,926.15,7,10,2,19,71,122,155,11.97,9.86,5.74,9.81,42,19,29,95,136,10,9,0,0,-1,283,237,46
684,Radim Zohorna,23-24,PIT,L,33,322.23,4,2,1,7,38,52,68,4.84,10.53,7.69,9.31,5,7,14,44,31,9,5,0,0,-4,5,5,0
685,Radko Gudas,23-24,ANA,D,66,1287.28,6,4,8,18,88,144,220,2.84,6.82,4.17,1.97,154,40,12,229,98,39,19,4,4,-20,0,0,0
686,Rafael Harvey-Pinard,23-24,MTL,L,45,568.7,2,7,1,10,26,46,60,5.46,7.69,4.35,11.87,47,13,5,45,32,3,6,0,0,3,13,28,-15
687,Raphael Lavoie,23-24,EDM,C,7,51,0,0,0,0,4,6,9,0.36,0,0,6,1,0,1,13,5,1,0,0,0,-1,0,2,-2
688,Rasmus Andersson,23-24,CGY,D,78,1858.45,9,14,16,39,159,238,340,9.98,5.66,3.78,4.19,186,60,31,43,97,16,15,1,0,-2,0,0,0
689,Rasmus Dahlin,23-24,BUF,D,81,2059.2,20,24,15,59,235,326,474,15.24,8.51,6.13,4.67,154,44,42,192,169,28,27,0,0,-1,0,0,0
690,Rasmus Kupari,23-24,WPG,C,28,255.95,0,1,0,1,28,38,49,2.31,0,0,6.08,10,5,6,24,26,2,7,0,0,5,78,89,-11
691,Rasmus Ristolainen,23-24,PHI,D,31,517.42,1,1,2,4,46,63,89,2.01,2.17,1.59,3.19,45,10,4,57,60,4,4,0,0,0,0,0,0
692,Rasmus Sandin,23-24,WSH,D,68,1435.97,3,12,8,23,79,111,194,4.97,3.8,2.7,4.48,106,31,23,75,136,12,4,0,0,-8,0,0,0
693,Reese Johnson,23-24,CHI,C,42,459.18,2,0,3,5,51,68,88,4.73,3.92,2.94,6.96,16,9,7,108,30,5,15,4,4,10,42,39,3
694,Reilly Smith,23-24,PIT,R,76,1226.17,13,17,10,40,152,214,272,21.34,8.55,6.07,9.97,28,38,36,53,60,9,8,0,0,-1,5,14,-9
695,Rem Pitlick,23-24,CHI,C,9,140.28,0,0,0,0,13,21,25,2.46,0,0,11.71,6,4,3,9,10,1,0,0,0,-1,5,5,0
696,Rickard Rakell,23-24,PIT,R,70,1156.1,15,7,15,37,164,241,326,21.61,9.15,6.22,8.97,40,18,28,109,113,11,15,0,0,4,3,10,-7
697,Ridly Greig,23-24,OTT,C,72,1061.5,13,10,3,26,97,140,184,13.24,13.4,9.29,9.46,41,19,28,125,132,29,21,2,3,-7,197,252,-55
698,Riley Tufte,23-24,COL,L,5,55.6,1,0,1,2,7,10,11,0.64,14.29,10,6.4,2,1,2,8,4,1,1,0,0,0,1,1,0
699,Robby Fabbri,23-24,DET,C,68,875.05,18,6,8,32,97,131,164,15.68,18.56,13.74,11.97,29,20,16,75,81,11,9,0,0,-2,70,50,20
701,Robert Hagg,23-24,ANA,D,5,63.92,0,0,0,0,6,8,11,0.16,0,0,2,10,3,0,21,5,2,3,0,0,1,0,0,0
702,Robert Thomas,23-24,STL,C,82,1719.25,26,35,25,86,170,243,326,25.77,15.29,10.7,10.6,47,54,70,16,87,19,17,0,0,-2,876,773,103
703,Roby Jarventie,23-24,OTT,L,7,52.65,0,0,1,1,5,6,8,0.9,0,0,15,6,3,1,5,6,2,0,0,0,-2,11,24,-13
704,Roman Josi,23-24,NSH,D,82,2019.75,23,38,24,85,268,379,602,17.53,8.58,6.07,4.63,151,60,33,44,119,20,15,1,1,-5,0,0,0
705,Ronnie Attard,23-24,PHI,D,12,184.62,0,1,1,2,14,28,42,1.03,0,0,3.68,14,2,5,20,27,3,0,0,0,-3,0,0,0
706,Roope Hintz,23-24,DAL,C,80,1379.18,30,17,18,65,182,260,330,27.87,16.48,11.54,10.72,38,37,24,35,78,11,19,0,0,8,318,248,70
707,Ross Colton,23-24,COL,C,80,1097.53,17,14,9,40,147,241,310,23,11.56,7.05,9.54,46,23,37,140,74,23,21,1,1,-2,423,397,26
708,Ross Johnston,23-24,ANA,L,68,557.4,1,1,2,4,44,60,77,4.96,2.27,1.67,8.27,27,11,12,134,35,16,10,9,9,-6,3,4,-1
709,Rourke Chartier,23-24,OTT,C,37,398.4,2,1,0,3,40,52,65,3.59,5,3.85,6.9,11,14,8,32,24,2,8,0,0,6,154,142,12
710,Ryan Carpenter,23-24,S.J,C,62,688.12,5,4,3,12,58,87,102,7.22,8.62,5.75,8.3,31,10,18,46,51,3,2,0,0,-1,241,265,-24
711,Ryan Donato,23-24,CHI,C,78,1091.83,12,12,6,30,149,194,246,16.27,8.05,6.19,8.39,24,25,43,103,89,8,19,2,2,11,98,124,-26
712,Ryan Graves,23-24,PIT,D,70,1287.15,3,3,8,14,77,107,190,3.15,3.9,2.8,2.94,142,40,19,68,80,15,8,0,0,-7,0,0,0
713,Ryan Hartman,23-24,MIN,R,74,1221.9,21,12,12,45,173,263,345,21.7,12.14,7.98,8.25,65,37,39,71,65,26,28,0,0,2,371,419,-48
714,Ryan Johansen,23-24,COL,C,63,859.47,13,7,3,23,78,104,132,9.64,16.67,12.5,9.27,15,19,21,58,36,7,7,0,0,0,431,380,51
715,Ryan Johnson (D),23-24,BUF,D,41,568.55,0,4,3,7,35,56,86,1.31,0,0,2.34,39,12,13,10,77,6,2,0,0,-4,0,0,0
716,Ryan Lindgren,23-24,NYR,D,76,1470.28,3,5,9,17,73,106,165,3.77,4.11,2.83,3.56,103,18,14,114,137,18,19,0,1,2,0,0,0
717,Ryan Lomberg,23-24,FLA,L,75,715.52,5,2,0,7,68,105,137,7.02,7.35,4.76,6.69,21,14,14,174,63,20,18,2,2,-2,5,12,-7
718,Ryan McDonagh,23-24,NSH,D,74,1612.32,3,13,16,32,91,133,213,3.85,3.3,2.26,2.89,139,56,35,36,41,8,5,1,0,-4,0,0,0
719,Ryan McLeod,23-24,EDM,C,81,1153.63,12,15,3,30,106,160,196,13.27,11.32,7.5,8.29,34,48,66,65,111,5,12,0,0,7,365,353,12
720,Ryan Nugent-Hopkins,23-24,EDM,C,80,1569.93,18,29,20,67,183,264,369,26.54,9.84,6.82,10.05,34,34,61,63,63,19,7,0,0,-12,236,256,-20
721,Ryan O'Reilly,23-24,NSH,C,82,1620.8,26,15,28,69,180,248,294,29.6,14.44,10.48,11.94,56,30,64,26,67,9,13,0,0,4,828,708,120
722,Ryan Poehling,23-24,PHI,C,77,1155.23,11,13,4,28,111,153,190,12.31,9.91,7.19,8.05,101,11,24,60,88,3,13,0,0,10,461,477,-16
723,Ryan Pulock,23-24,NYI,D,58,1306.15,5,6,8,19,90,133,208,3.44,5.56,3.76,2.59,149,29,20,94,86,6,3,0,0,-3,0,0,0
724,Ryan Reaves,23-24,TOR,R,49,397.7,4,2,0,6,26,46,60,3.82,15.38,8.7,8.3,17,9,8,163,53,7,5,7,7,-2,1,0,1
725,Ryan Shea,23-24,PIT,D,31,391.37,1,0,0,1,17,23,36,0.46,5.88,4.35,2,24,8,8,25,35,3,1,0,0,-2,0,0,0
726,Ryan Strome,23-24,ANA,C,79,1248.1,11,12,18,41,132,175,215,13.59,8.33,6.29,7.77,21,42,29,63,45,28,11,4,3,-18,224,261,-37
727,Ryan Suter,23-24,DAL,D,82,1553.07,2,7,8,17,102,163,254,3.8,1.96,1.23,2.33,111,30,16,84,91,14,0,0,0,-14,0,0,0
728,Ryan Winterton,23-24,SEA,C,9,84.05,0,0,0,0,10,16,18,0.72,0,0,4.5,4,1,4,10,12,0,0,0,0,0,0,1,-1
729,Ryker Evans,23-24,SEA,D,36,690.43,1,8,0,9,44,67,102,1.92,2.27,1.49,2.87,38,7,7,59,71,10,5,0,0,-5,0,0,0
730,Sam Bennett,23-24,FLA,C,69,1146.08,20,13,8,41,170,246,350,24.53,11.76,8.13,9.97,43,27,40,167,63,30,19,2,2,-11,390,468,-78
731,Sam Carrick,23-24,ANA,C,61,770.1,8,2,1,11,77,111,134,9.25,10.39,7.21,8.33,27,15,17,137,65,15,16,8,7,0,320,308,12
732,Sam Carrick,23-24,EDM,C,16,170.88,2,2,1,5,15,18,24,2.5,13.33,11.11,13.89,8,2,7,30,43,1,3,2,2,2,100,58,42
733,Sam Gagner,23-24,EDM,C,28,285.88,5,4,1,10,48,60,74,4.69,10.42,8.33,7.82,17,10,2,17,34,5,1,0,0,-4,15,9,6
734,Sam Lafferty,23-24,VAN,C,79,938.47,13,4,7,24,78,115,148,12.03,16.67,11.3,10.46,32,19,17,187,123,11,14,0,0,3,150,206,-56
735,Sam Malinski,23-24,COL,D,23,327.18,3,1,6,10,31,49,74,1.13,9.68,6.12,2.31,22,10,8,14,32,3,2,0,1,0,0,0,0
736,Sam Reinhart,23-24,FLA,C,82,1664.58,57,22,15,94,233,358,446,41.98,24.46,15.92,11.73,66,35,40,71,145,14,11,1,1,-3,234,296,-62
737,Sam Steel,23-24,DAL,C,77,1019.62,9,13,2,24,86,127,161,10.62,10.47,7.09,8.36,32,18,28,58,99,12,11,1,1,-1,94,115,-21
738,Sammy Blais,23-24,STL,L,53,513.52,1,5,1,7,33,48,67,3.43,3.03,2.08,7.15,19,15,15,193,65,8,12,1,0,3,2,7,-5
739,Samuel Bolduc,23-24,NYI,D,34,446.93,2,0,3,5,32,54,76,1.09,6.25,3.7,2.02,40,10,2,44,40,3,1,0,0,-2,0,0,0
740,Samuel Girard,23-24,COL,D,59,1143.47,3,9,6,18,72,104,188,3.95,4.17,2.88,3.8,99,32,23,75,70,5,7,0,0,2,0,0,0
741,Santeri Hatakka,23-24,N.J,D,12,175.75,0,0,2,2,12,18,22,0.51,0,0,2.83,12,6,1,14,22,2,1,0,0,-1,0,0,0
742,Scott Laughton,23-24,PHI,C,82,1284.15,13,16,10,39,166,221,285,16.35,7.83,5.88,7.4,56,26,19,156,37,27,20,1,1,-7,478,499,-21
743,Scott Mayfield,23-24,NYI,D,41,769.35,0,3,2,5,36,53,107,1.22,0,0,2.3,106,35,7,69,42,15,12,1,1,-3,0,0,0
744,Scott Perunovich,23-24,STL,D,54,824.68,0,10,7,17,36,53,80,1.86,0,0,3.51,53,16,15,29,48,6,10,0,0,4,0,0,0
745,Sean Couturier,23-24,PHI,C,74,1318.43,11,13,14,38,192,249,316,20.76,5.73,4.42,8.34,41,31,47,54,64,12,8,1,1,-4,692,602,90
746,Sean Durzi,23-24,ARI,D,76,1726.57,9,11,21,41,142,203,337,8.79,6.34,4.43,4.33,160,67,22,42,129,24,15,1,1,-9,0,0,0
747,Sean Kuraly,23-24,CBJ,C,62,851.58,9,7,2,18,92,126,167,8.8,9.78,7.14,6.98,34,16,16,155,58,20,15,0,1,-4,272,293,-21
748,Sean Monahan,23-24,MTL,C,49,904.28,13,14,8,35,104,145,180,16.32,12.5,8.97,11.26,24,24,24,17,43,5,6,0,0,1,399,326,73
749,Sean Monahan,23-24,WPG,C,34,597.52,13,7,4,24,67,91,117,11.13,19.4,14.29,12.23,20,9,19,12,33,1,2,0,0,1,299,248,51
750,Sean Walker,23-24,COL,D,18,323.08,4,3,0,7,41,53,77,2.03,9.76,7.55,3.83,29,3,6,32,30,8,2,0,0,-6,0,0,0
751,Sean Walker,23-24,PHI,D,63,1234.23,6,6,10,22,109,153,234,6.39,5.5,3.92,4.18,98,22,35,84,114,17,5,0,0,-12,0,0,0
752,Sebastian Aho,23-24,CAR,C,78,1530.95,36,34,19,89,216,311,400,28.36,16.67,11.58,9.12,18,57,50,46,74,18,14,0,0,-4,571,484,87
753,Sebastian Aho (D),23-24,NYI,D,58,950.7,2,1,6,9,48,77,124,2.38,4.17,2.6,3.09,72,14,7,39,71,6,13,0,0,7,0,0,0
754,Seth Jarvis,23-24,CAR,C,81,1518.75,33,20,14,67,178,261,318,32.03,18.54,12.64,12.27,52,42,43,113,173,7,18,0,0,11,157,195,-38
755,Seth Jones,23-24,CHI,D,67,1707.42,8,12,11,31,172,238,377,9.22,4.65,3.36,3.87,131,60,40,75,89,17,7,0,0,-10,0,0,0
756,Shakir Mukhamadullin,23-24,S.J,D,3,63.47,0,1,0,1,5,7,12,0.38,0,0,5.43,11,2,1,5,3,2,0,0,0,-2,0,0,0
757,Shane Bowers,23-24,N.J,C,8,75.65,0,0,0,0,7,8,12,0.37,0,0,4.62,3,0,0,3,6,0,0,0,0,0,7,15,-8
758,Shane Pinto,23-24,OTT,C,41,742.48,9,10,8,27,110,165,205,16.61,8.18,5.45,10.07,31,19,24,37,45,8,7,0,0,-1,251,245,6
759,Shane Wright,23-24,SEA,C,8,108.28,4,1,0,5,12,20,28,2.3,33.33,20,11.5,6,5,4,1,7,0,3,0,0,3,41,40,1
760,Shayne Gostisbehere,23-24,DET,D,81,1546.03,10,18,28,56,139,202,307,8.99,7.19,4.95,4.45,75,33,21,29,42,8,23,0,0,15,0,0,0
761,Shea Theodore,23-24,VGK,D,47,1038.15,5,19,18,42,105,156,273,5.28,4.76,3.21,3.38,78,22,27,10,49,3,4,0,0,1,0,0,0
762,Sheldon Rempal,23-24,VGK,R,9,89.73,2,0,1,3,16,20,22,1.58,12.5,10,7.9,3,0,2,0,14,2,2,0,0,0,0,0,0
763,Sidney Crosby,23-24,PIT,C,82,1647.07,42,34,18,94,278,398,490,42.61,15.11,10.55,10.71,37,57,73,100,49,20,30,0,0,10,1090,782,308
764,Simon Benoit,23-24,TOR,D,64,1102.6,1,1,3,5,52,77,124,2.26,1.92,1.3,2.94,102,29,17,248,163,18,13,4,4,-5,0,0,0
765,Simon Edvinsson,23-24,DET,D,16,292.08,1,1,0,2,13,24,43,0.94,7.69,4.17,3.92,25,10,2,25,40,2,2,0,0,0,0,0,0
766,Simon Holmstrom,23-24,NYI,R,75,998.78,15,10,0,25,72,115,152,9.6,20.83,13.04,8.35,46,19,53,18,57,7,8,0,0,1,6,13,-7
767,Simon Nemec,23-24,N.J,D,60,1191.77,3,13,3,19,73,112,201,5.06,4.11,2.68,4.52,105,25,18,22,67,14,11,1,1,-3,0,0,0
768,Sonny Milano,23-24,WSH,L,49,612.9,15,5,3,23,50,65,91,6.03,30,23.08,9.28,16,25,23,20,75,5,5,0,0,0,0,0,0
769,Spencer Stastney,23-24,NSH,D,20,319.67,2,1,1,4,11,19,35,0.91,18.18,10.53,4.79,29,11,5,2,27,2,2,0,0,0,0,0,0
770,Stefan Noesen,23-24,CAR,R,81,961.73,14,14,9,37,111,186,204,20.31,12.61,7.53,10.92,25,21,23,114,74,14,12,1,1,-2,46,63,-17
771,Steven Lorentz,23-24,FLA,C,38,333.9,1,1,1,3,30,46,63,3.62,3.33,2.17,7.87,14,6,13,70,52,5,0,0,0,-5,68,71,-3
772,Steven Stamkos,23-24,T.B,C,79,1440.5,40,18,23,81,262,370,490,32.59,15.27,10.81,8.81,43,52,23,73,79,17,14,0,0,-3,356,281,75
773,T.J. Oshie,23-24,WSH,R,52,877.12,12,5,8,25,90,158,197,18.54,13.33,7.59,11.73,56,16,41,74,47,17,19,0,0,2,12,31,-19
774,Tage Thompson,23-24,BUF,C,71,1286.35,29,16,11,56,246,341,474,24.44,11.79,8.5,7.17,29,21,28,80,71,14,19,1,1,5,372,487,-115
775,Tanner Jeannot,23-24,T.B,L,55,661,7,2,5,14,59,88,117,8.48,11.86,7.95,9.64,27,15,6,209,96,15,9,7,7,-6,23,41,-18
776,Tanner Pearson,23-24,MTL,L,54,698.68,5,4,4,13,77,113,140,9.15,6.49,4.42,8.1,35,25,15,48,44,8,7,1,1,-1,5,17,-12
777,Taylor Hall,23-24,CHI,L,10,163.3,2,2,0,4,20,31,44,1.83,10,6.45,5.9,3,3,5,7,14,2,2,0,0,0,6,3,3
778,Taylor Raddysh,23-24,CHI,R,73,1159.42,5,4,5,14,120,173,220,13.4,4.17,2.89,7.75,28,29,43,81,64,11,6,0,0,-5,19,38,-19
779,Teddy Blueger,23-24,VAN,C,68,1015.6,6,13,9,28,97,133,160,13.28,6.19,4.51,9.98,43,15,27,92,61,13,10,1,1,-3,415,366,49
780,Teuvo Teravainen,23-24,CAR,L,76,1246.53,25,16,12,53,142,217,280,15.03,17.61,11.52,6.93,26,40,40,15,44,5,4,0,0,-1,66,74,-8
781,Thomas Bordeleau,23-24,S.J,C,27,405.68,6,3,2,11,48,74,89,5.81,12.5,8.11,7.85,19,5,11,12,25,9,6,0,0,-3,66,59,7
782,Thomas Chabot,23-24,OTT,D,51,1175.3,9,9,12,30,118,164,262,7.2,7.63,5.49,4.39,88,36,25,43,94,13,12,0,0,-1,0,0,0
783,Thomas Harley,23-24,DAL,D,79,1660.33,15,14,18,47,144,209,347,7.84,10.42,7.18,3.75,135,61,37,65,160,9,7,0,1,-1,0,0,0
784,Thomas Novak,23-24,NSH,C,71,1008.22,18,13,14,45,113,181,240,15.08,15.93,9.94,8.33,31,25,48,6,116,4,14,0,0,10,211,289,-78
785,Tim Stützle,23-24,OTT,C,75,1583.88,18,19,33,70,192,269,367,24.43,9.38,6.69,9.08,41,68,48,98,146,14,41,0,0,27,239,273,-34
786,Timo Meier,23-24,N.J,R,69,1214.5,28,14,10,52,207,316,417,24.28,13.53,8.86,7.68,42,29,34,106,88,15,13,1,2,-1,44,46,-2
787,Timothy Liljegren,23-24,TOR,D,55,1081.55,3,8,12,23,62,96,160,3.31,4.84,3.12,3.45,116,40,10,93,155,8,6,0,0,-2,0,0,0
788,Tj Brodie,23-24,TOR,D,78,1694.2,1,11,14,26,52,73,120,2.66,1.92,1.37,3.64,159,53,20,43,175,15,10,0,0,-5,0,0,0
789,Tom Wilson,23-24,WSH,R,74,1339.35,18,5,12,35,169,244,321,26.08,10.65,7.38,10.69,74,50,46,230,114,39,34,5,5,-5,22,38,-16
790,Tomas Hertl,23-24,S.J,C,48,1003.23,15,13,6,34,113,160,217,15.68,13.27,9.38,9.8,46,13,35,48,37,6,8,0,0,2,506,392,114
791,Tomas Hertl,23-24,VGK,C,6,103.2,2,1,1,4,11,17,20,1.81,18.18,11.76,10.65,3,0,2,12,7,0,2,0,0,2,59,26,33
792,Tomas Nosek,23-24,N.J,L,36,424.95,2,4,0,6,38,56,73,3.53,5.26,3.57,6.3,20,7,16,29,43,3,3,0,0,0,121,112,9
793,Tomas Tatar,23-24,COL,L,27,304.6,1,5,3,9,19,30,43,2.43,5.26,3.33,8.1,10,6,3,16,30,5,3,0,0,-2,3,6,-3
794,Tomas Tatar,23-24,SEA,L,43,567.07,8,1,6,15,53,87,116,8.09,15.09,9.2,9.3,14,13,16,25,33,5,10,0,0,5,2,9,-7
795,Tony Deangelo,23-24,CAR,D,31,444.35,3,4,4,11,44,59,94,1.85,6.82,5.08,3.14,18,14,8,4,24,2,1,0,0,-1,0,0,0
796,Torey Krug,23-24,STL,D,77,1690.95,4,16,19,39,162,232,354,10.18,2.47,1.72,4.39,111,45,38,63,62,16,15,0,0,-1,0,0,0
797,Travis Boyd,23-24,ARI,C,16,153.88,2,4,2,8,12,18,26,1.66,16.67,11.11,9.22,10,3,1,10,22,1,0,0,0,-1,23,20,3
798,Travis Dermott,23-24,ARI,D,50,863.97,2,0,5,7,38,56,84,1.57,5.26,3.57,2.8,64,7,6,53,72,13,5,0,0,-8,0,0,0
799,Travis Hamonic,23-24,OTT,D,48,707.3,2,2,2,6,50,76,118,1.35,4,2.63,1.78,75,26,11,53,75,15,8,0,0,-7,0,0,0
801,Travis Sanheim,23-24,PHI,D,81,1929.2,10,17,17,44,146,214,320,10.91,6.85,4.67,5.1,149,47,37,90,167,24,17,0,0,-7,0,0,0
