Row,Player,Season,Team,Position,GP,TOI,G,A1,A2,PTS,SOG,SA,SAT,xG,SH%_G,SH%_SOG,SH%_SAT,G_SOG,G_SA,G_SAT,HIT,PIM,BLK,GVA,TKA,FOW,FOL,FO_Diff,OZS,DZS
802,Trent Frederic,23-24,BOS,C,82,1127.98,18,14,8,40,124,175,231,16.76,14.52,10.29,9.58,52,28,17,199,138,17,15,7,7,-2,132,159,-27
803,Trevor Lewis,23-24,L.A,C,82,954.05,8,6,2,16,130,175,211,12.6,6.15,4.57,7.2,62,17,15,87,102,10,7,0,0,-3,133,180,-47
804,Trevor Moore,23-24,L.A,L,82,1474.3,31,14,12,57,244,366,440,32.64,12.7,8.47,8.92,58,25,39,92,153,14,19,0,0,5,14,34,-20
805,Trevor Van Riemsdyk,23-24,WSH,D,70,1306.52,0,6,8,14,75,96,188,2.48,0,0,2.58,103,25,27,21,71,9,8,0,0,-1,0,0,0
806,Trevor Zegras,23-24,ANA,C,31,529.75,6,4,5,15,73,105,135,7.81,8.22,5.71,7.44,15,16,15,16,33,10,4,0,0,-6,53,86,-33
807,Trey Fix-Wolansky,23-24,CBJ,R,11,120.87,2,1,0,3,17,28,39,1.32,11.76,7.14,4.71,6,2,2,11,11,1,0,0,0,-1,0,1,-1
808,Tristan Luneau,23-24,ANA,D,7,125.1,1,0,2,3,11,15,19,0.52,9.09,6.67,3.47,4,3,0,9,9,2,1,0,0,-1,0,0,0
809,Troy Stecher,23-24,ARI,D,47,866.42,1,2,2,5,45,71,136,2.99,2.22,1.41,4.21,67,21,11,52,70,12,7,0,0,-5,0,0,0
810,Troy Stecher,23-24,EDM,D,7,112.02,0,1,1,2,6,12,23,0.62,0,0,5.17,10,1,2,16,14,4,1,0,0,-3,0,0,0
811,Troy Terry,23-24,ANA,R,76,1389.9,20,22,12,54,172,267,354,18.23,11.63,7.49,6.83,30,44,45,16,101,12,28,0,0,16,6,12,-6
812,Ty Dellandrea,23-24,DAL,C,42,532.2,2,4,3,9,53,78,100,5.85,3.77,2.56,7.5,17,7,10,62,69,9,9,1,1,0,93,131,-38
813,Ty Emberson,23-24,S.J,D,30,556.48,1,3,6,10,31,45,74,0.96,3.23,2.22,2.13,46,8,7,92,50,3,2,0,0,-1,0,0,0
814,Tye Kartye,23-24,SEA,L,77,911.37,11,4,5,20,109,168,224,12.7,10.09,6.55,7.56,27,9,24,216,87,11,15,1,1,4,41,46,-5
815,Tyler Bertuzzi,23-24,TOR,L,80,1283.65,21,13,9,43,160,239,307,27.59,13.12,8.79,11.54,44,47,44,99,138,19,22,1,1,3,4,9,-5
816,Tyler Johnson,23-24,CHI,C,67,1041.08,17,4,10,31,112,161,201,14.62,15.18,10.56,9.08,31,21,26,46,27,13,9,0,0,-4,156,195,-39
817,Tyler Kleven,23-24,OTT,D,9,113.85,0,1,0,1,7,10,13,0.31,0,0,3.1,9,5,3,7,22,1,0,0,0,-1,0,0,0
818,Tyler Motte,23-24,T.B,C,69,859.75,6,2,1,9,83,123,177,7.65,7.23,4.88,6.22,41,14,41,99,84,9,12,0,0,3,78,77,1
819,Tyler Myers,23-24,VAN,D,77,1458.67,5,12,12,29,93,144,219,4.13,5.38,3.47,2.87,136,33,13,110,92,32,8,1,0,-25,0,0,0
820,Tyler Pitlick,23-24,NYR,C,34,346.73,1,2,1,4,32,47,65,3.32,3.12,2.13,7.06,15,5,5,84,28,2,5,0,0,3,3,14,-11
821,Tyler Seguin,23-24,DAL,C,68,1125.02,25,15,12,52,154,212,271,19.83,16.23,11.79,9.35,22,27,21,60,53,13,6,0,0,-7,342,266,76
822,Tyler Toffoli,23-24,N.J,R,61,1069.63,26,11,7,44,179,264,344,24.67,14.53,9.85,9.34,8,29,23,62,49,6,10,0,0,4,25,39,-14
823,Tyler Toffoli,23-24,WPG,C,18,270.08,7,3,1,11,50,68,89,6.11,14,10.29,8.99,3,2,9,13,17,1,1,0,0,0,2,5,-3
824,Tyler Tucker,23-24,STL,D,26,323.73,1,1,0,2,17,21,41,0.48,5.88,4.76,2.29,27,6,7,64,38,11,7,4,4,-4,0,0,0
825,Tyson Barrie,23-24,NSH,D,41,751.03,1,9,5,15,65,95,151,4.37,1.54,1.05,4.6,47,18,5,14,45,8,3,0,0,-5,0,0,0
826,Tyson Foerster,23-24,PHI,R,77,1329.52,20,6,7,33,167,239,320,19.04,11.98,8.37,7.97,49,12,36,99,88,16,22,0,0,6,1,2,-1
827,Tyson Jost,23-24,BUF,C,43,455.63,3,2,1,6,48,71,86,4.35,6.25,4.23,6.13,20,3,11,44,72,5,7,0,0,2,86,116,-30
828,Urho Vaakanainen,23-24,ANA,D,68,1188.25,1,6,7,14,67,95,150,1.67,1.49,1.05,1.76,79,31,13,55,86,13,10,0,0,-3,0,0,0
829,Uvis Balinskis,23-24,FLA,D,26,366.63,1,1,1,3,22,29,45,1.25,4.55,3.45,4.31,15,11,5,34,43,4,6,0,0,2,0,0,0
830,Valeri Nichushkin,23-24,COL,R,54,1152.55,28,17,8,53,158,230,272,26.36,17.72,12.17,11.46,24,23,29,73,69,11,12,0,0,1,2,5,-3
831,Valtteri Puustinen,23-24,PIT,R,52,610.85,5,10,5,20,86,112,147,8.95,5.81,4.46,7.99,33,15,19,38,29,3,2,0,0,-1,1,3,-2
832,Vasily Podkolzin,23-24,VAN,R,19,205.18,0,1,1,2,20,30,35,1.95,0,0,6.5,3,1,7,66,19,4,1,0,0,-3,3,5,-2
833,Victor Hedman,23-24,T.B,D,78,1935.3,13,32,31,76,168,268,403,12.57,7.74,4.85,4.69,102,54,29,65,71,23,10,0,0,-13,0,0,0
834,Victor Olofsson,23-24,BUF,L,51,589.85,7,2,6,15,66,97,127,5.86,10.61,7.22,6.04,10,8,16,22,29,2,6,0,0,4,0,2,-2
835,Viktor Arvidsson,23-24,L.A,R,18,300.45,6,4,5,15,59,81,100,6.16,10.17,7.41,7.6,18,5,8,8,35,7,6,0,0,-1,3,6,-3
836,Vince Dunn,23-24,SEA,D,59,1362.13,11,19,16,46,120,172,328,7.01,9.17,6.4,4.08,64,34,30,38,73,19,12,2,3,-6,0,0,0
837,Vincent Desharnais,23-24,EDM,D,78,1226.73,1,0,10,11,40,60,109,1.23,2.5,1.67,2.05,122,42,14,130,129,18,6,4,4,-12,0,0,0
838,Vincent Iorio,23-24,WSH,D,6,58.95,0,0,0,0,6,6,9,0.13,0,0,2.17,3,5,1,3,9,0,1,0,0,1,0,0,0
839,Vincent Trocheck,23-24,NYR,C,82,1759.28,25,37,15,77,216,363,447,34.52,11.57,6.89,9.51,86,36,50,172,132,25,22,1,1,-3,881,619,262
840,Vinni Lettieri,23-24,MIN,C,46,440.95,5,3,1,9,47,72,89,5.11,10.64,6.94,7.1,27,7,6,53,38,7,5,0,0,-2,41,42,-1
841,Vinnie Hinostroza,23-24,PIT,C,14,136.5,1,1,1,3,27,31,35,1.72,3.7,3.23,5.55,7,0,7,11,17,2,1,0,0,-1,4,6,-2
842,Vladimir Tarasenko,23-24,FLA,R,19,281.2,6,4,4,14,39,57,83,3.65,15.38,10.53,6.4,9,14,2,32,27,0,2,0,0,2,0,0,0
843,Vladimir Tarasenko,23-24,OTT,R,57,914.8,17,16,8,41,116,161,231,13.85,14.66,10.56,8.6,30,13,16,53,61,6,6,0,0,0,4,3,1
844,Vladislav Gavrikov,23-24,L.A,D,77,1587.72,6,5,12,23,114,147,219,5.25,5.26,4.08,3.57,114,42,23,55,51,9,8,0,0,-1,0,0,0
845,Vladislav Kolyachonok,23-24,ARI,D,5,62.37,1,1,2,4,5,7,10,0.16,20,14.29,2.29,6,0,1,3,10,1,0,0,0,-1,0,0,0
846,Vladislav Namestnikov,23-24,WPG,C,78,1128.27,11,13,13,37,95,144,182,15.03,11.58,7.64,10.44,45,17,16,92,106,11,17,1,1,6,173,304,-131
847,Walker Duehr,23-24,CGY,R,40,324.6,2,4,1,7,29,50,62,2.81,6.9,4,5.62,13,8,3,63,27,3,2,0,0,-1,1,5,-4
848,Waltteri Merela,23-24,T.B,C,19,186.5,1,0,0,1,17,19,28,1.61,5.88,5.26,8.47,6,2,2,32,32,2,4,0,0,2,1,3,-2
849,Warren Foegele,23-24,EDM,L,82,1146.02,20,14,7,41,201,291,372,28.28,9.95,6.87,9.72,32,36,40,89,124,16,19,1,1,3,5,6,-1
850,Will Cuylle,23-24,NYR,L,81,900.95,13,4,4,21,118,156,206,13.67,11.02,8.33,8.76,26,18,13,242,100,13,14,4,4,1,2,8,-6
851,William Borgen,23-24,SEA,D,82,1441.98,3,12,10,25,97,152,258,3.38,3.09,1.97,2.22,111,19,16,190,128,20,8,3,3,-12,0,0,0
852,William Carrier,23-24,VGK,L,39,435.67,6,1,1,8,65,97,126,7.67,9.23,6.19,7.91,16,8,11,91,52,8,12,0,0,4,7,7,0
853,William Eklund,23-24,S.J,L,80,1492.93,16,16,13,45,128,205,272,21.01,12.5,7.8,10.25,72,23,24,35,51,15,19,0,0,4,72,158,-86
854,William Karlsson,23-24,VGK,C,70,1232.03,30,20,10,60,175,238,301,23.54,17.14,12.61,9.89,46,35,42,41,86,6,19,0,0,13,547,425,122
855,William Lagesson,23-24,ANA,D,10,156.47,0,0,0,0,7,15,24,0.37,0,0,2.47,19,0,0,19,22,4,2,1,1,-2,0,0,0
856,William Lagesson,23-24,TOR,D,30,435.4,0,1,3,4,12,16,39,0.4,0,0,2.5,39,23,4,58,83,7,4,1,1,-3,0,0,0
857,William Lockwood,23-24,FLA,R,26,213.17,0,0,1,1,19,29,37,2.13,0,0,7.34,8,4,6,54,43,3,1,2,2,-2,4,4,0
858,William Nylander,23-24,TOR,R,82,1632.83,40,36,22,98,316,423,580,33.86,12.66,9.46,8,29,45,68,33,98,12,20,0,0,8,56,63,-7
859,Wyatt Johnston,23-24,DAL,C,82,1394.15,32,25,8,65,217,308,409,30.62,14.75,10.39,9.94,42,31,39,50,102,19,20,0,0,1,318,316,2
860,Wyatt Kaiser,23-24,CHI,D,32,554,0,1,6,7,18,28,57,0.57,0,0,2.04,46,23,7,22,45,11,6,0,0,-5,0,0,0
861,Yakov Trenin,23-24,COL,C,16,203.7,2,0,1,3,22,33,43,2.87,9.09,6.06,8.7,10,4,9,33,16,1,3,0,0,2,77,93,-16
862,Yakov Trenin,23-24,NSH,C,60,903.82,10,3,1,14,94,152,200,14.01,10.64,6.58,9.22,26,29,35,168,79,9,6,2,1,-4,22,28,-6
863,Yanni Gourde,23-24,SEA,C,80,1395.82,11,15,7,33,156,226,293,21.89,7.05,4.87,9.69,52,25,62,150,128,21,17,2,1,-5,519,566,-47
864,Yegor Chinakhov,23-24,CBJ,R,53,803.22,16,9,4,29,110,176,260,10.6,14.55,9.09,6.02,28,7,28,43,30,3,13,0,0,10,1,13,-12
865,Yegor Sharangovich,23-24,CGY,C,82,1419.68,31,18,10,59,179,273,372,22.65,17.32,11.36,8.3,44,39,35,13,85,4,11,0,0,7,133,208,-75
866,Zac Jones,23-24,NYR,D,31,453.48,2,4,3,9,42,52,69,1.83,4.76,3.85,3.52,23,8,15,22,32,4,0,0,0,-4,0,0,0
867,Zach Benson,23-24,BUF,L,71,1030.73,11,11,8,30,99,142,178,17.18,11.11,7.75,12.1,35,20,31,33,87,18,15,0,0,-3,5,12,-7
868,Zach Bogosian,23-24,MIN,D,61,1114.37,3,6,5,14,77,114,172,2.4,3.9,2.63,2.11,81,23,11,104,42,19,8,1,1,-11,0,0,0
869,Zach Dean,23-24,STL,C,9,95,0,0,0,0,10,16,18,0.92,0,0,5.75,5,3,5,11,14,3,1,0,0,-2,21,21,0
870,Zach Hyman,23-24,EDM,L,80,1560.02,54,11,12,77,290,404,489,57.33,18.62,13.37,14.19,37,19,35,88,161,24,21,0,0,-3,7,9,-2
871,Zach Parise,23-24,COL,L,30,389.02,5,2,3,10,50,62,78,6.04,10,8.06,9.74,25,4,11,19,21,4,2,0,0,-2,13,30,-17
872,Zach Sanford,23-24,ARI,L,11,101.77,0,2,0,2,9,13,16,1.42,0,0,10.92,8,3,4,7,15,2,0,0,0,-2,4,13,-9
873,Zach Sanford,23-24,CHI,L,18,212.5,0,3,1,4,15,26,38,2.3,0,0,8.85,11,3,12,16,20,1,3,0,0,2,38,64,-26
874,Zach Werenski,23-24,CBJ,D,70,1711.57,11,19,27,57,202,285,442,12.42,5.45,3.86,4.36,130,26,35,23,43,11,3,0,0,-8,0,0,0
875,Zach Whitecloud,23-24,VGK,D,61,1072.58,2,5,7,14,51,79,141,2.15,3.92,2.53,2.72,105,23,18,126,136,16,14,0,0,-2,0,0,0
876,Zachary Bolduc,23-24,STL,C,25,300.38,5,1,3,9,38,52,64,2.93,13.16,9.62,5.63,12,10,15,10,24,3,2,0,0,-1,1,1,0
877,Zack MacEwen,23-24,OTT,R,30,191.75,2,1,0,3,17,28,36,1.8,11.76,7.14,6.43,7,6,7,55,18,6,2,5,4,-5,21,13,8
878,Zack Ostapchuk,23-24,OTT,C,7,73.48,0,0,0,0,5,6,7,0.39,0,0,6.5,6,1,4,9,7,0,1,0,0,1,11,30,-19
